11.02156529,14.11451489,13.11789014,6.624232779,17.368738,9.517123542,10.13679511,4.855398891,g
8.560398453,12.95146707,10.31497282,4.146360818,13.70984621,7.486420133,7.808172946,2.196029212,g
6.517659864,11.96148063,7.762846732,2.057570648,9.978932912,4.45788784,5.12874308,-0.578924913,g
5.277925831,11.35893542,5.99085886,0.867393253,6.46718569,0.981337804,2.575893898,-2.935794568,g
4.980016481,11.43548866,5.360759073,0.869198469,3.774013477,-2.507934947,0.58458586,-4.354048014,g
5.29369642,12.00066637,5.670435859,1.807763046,2.126715297,-6.074739489,-0.860338845,-4.737201741,g
5.584860554,12.26995963,6.221461495,2.979361926,0.894022753,-10.15270895,-2.218582772,-4.471237464,g
5.404146407,11.67493367,6.397993062,3.753607082,-0.553429216,-14.92672085,-3.869301899,-4.022692782,g
4.889754356,10.59496819,6.22456636,4.094520992,-1.742147734,-19.80983603,-5.556221322,-3.429239621,g
4.705411389,9.986285412,6.359751232,4.607265641,-1.520259555,-23.57307508,-6.400516146,-2.184778153,g
5.527752457,10.44752374,7.544620534,6.020488157,0.567178203,-25.07565054,-5.519903211,0.321996822,g
7.478639355,11.88472322,9.983509791,8.499849102,3.941164599,-24.00181225,-2.716084441,4.164382788,g
9.939133579,13.82114536,13.09769418,11.350957,7.84301994,-21.0456511,1.308403081,8.568540484,g
11.88885522,15.64484518,15.79258057,13.37267984,11.78543781,-17.44793687,5.316595473,12.20715083,g
12.5338017,16.75303993,17.09005911,13.61215697,15.2062069,-14.23692333,8.214690731,13.90190816,g
11.77776376,16.96323919,16.7287629,11.95958328,17.49127033,-11.70114939,9.606737601,13.2477099,g
10.19913338,16.7970944,15.26376043,9.147863428,18.55206151,-9.46171499,9.850331384,10.73423252,g
8.561427193,16.96530514,13.54638569,6.184646147,18.76441995,-7.065055056,9.570631018,7.308039481,g
7.244661185,17.51803832,12.0326857,3.674788287,18.16293656,-4.579400196,9.055744035,3.735869441,g
6.037084942,17.80802865,10.53227728,1.553843308,16.31889756,-2.671829412,8.087307146,0.270163612,g
4.427982329,17.29200966,8.557213617,-0.590912059,13.23771916,-2.121751603,6.330380571,-3.155081795,g
2.150870687,16.04098712,5.893960337,-2.908987808,9.741144434,-3.21759408,3.860295065,-6.432189751,g
-0.454673656,14.4772765,2.926796088,-4.917552061,6.630189397,-5.531495133,1.322896455,-8.974324823,g
-2.557396642,13.01695819,0.501190404,-5.717282598,4.033126526,-8.223920752,-0.39970888,-9.909046938,g
-3.363783454,12.02711885,-0.587437173,-4.648639705,1.919463689,-10.64275561,-0.757227509,-8.648131238,g
-2.658458014,11.67308243,-0.143034074,-1.84388608,0.630590086,-12.77285014,0.073444397,-5.368943151,g
-0.904426549,11.60025823,1.300293761,1.815542612,0.369042537,-15.15737127,1.285089176,-0.980970052,g
3.215690514,10.18431897,4.41022058,8.162556344,0.94426444,-22.05717288,2.02930057,7.211211024,g
5.280844813,9.392621028,5.90093981,10.51043969,1.36170051,-25.58552244,1.707482161,10.32203242,g
7.658341639,9.578723924,7.816324474,12.71992897,2.408669796,-27.94031063,1.627271107,12.94181794,g
7.658341639,9.578723924,7.816324474,12.71992897,2.408669796,-27.94031063,1.627271107,12.94181794,g
10.35462323,10.83466961,10.18935068,14.81475767,4.099266245,-28.73158232,1.903386662,14.99252267,g
12.96123662,12.66740754,12.57587418,16.35167512,6.04730516,-28.27206279,2.111981836,16.03393548,g
14.90520478,14.63109017,14.38756411,16.78478967,8.06050435,-27.15523509,1.739647476,15.61991768,g
15.83109728,16.54051923,15.30174602,15.95826539,9.99311042,-25.68621865,0.692753202,13.74925991,g
15.79435243,18.36134689,15.44957374,14.2837663,11.27909554,-23.61339928,-0.544708406,10.99364455,g
15.14564998,20.31569771,15.30680023,12.46216972,11.44191106,-20.33339009,-1.160491706,8.197555626,g
14.23655425,22.91579421,15.35724103,10.99866979,11.05126181,-15.4286241,-0.483683109,5.997461325,g
13.20299296,26.41862318,15.74590572,9.914832593,11.3916812,-9.161306987,1.606962919,4.526632136,g
11.99557797,30.25349215,16.21231925,8.867402767,12.99274061,-2.528322391,4.613930543,3.502338053,g
10.5827369,33.34048983,16.36605873,7.522868752,15.03296194,3.198593787,7.754274373,2.578330458,g
9.086804795,34.98114052,16.0048756,5.842358664,16.26847938,7.088882266,10.40889203,1.645007564,g
7.71408709,35.1899647,15.16874547,4.072229445,15.97774101,8.871945071,12.31674267,0.853244351,g
6.589515611,34.31039082,13.99377575,2.535218554,14.00539272,8.831053872,13.46570746,0.424654137,g
5.697722344,32.75478322,12.62925032,1.455925353,10.72663831,7.472350905,13.92972103,0.481967093,g
4.970953901,31.07961669,11.25891225,0.932955831,7.289467888,5.192941297,13.80281825,1.027564689,g
4.380930982,29.76283817,10.05342154,0.981724073,5.109899645,2.06565022,13.14274704,1.992070855,g
3.910147042,28.68338022,9.025427458,1.53222121,4.50869993,-2.1567047,11.87287508,3.230148102,g
3.442150379,27.16787766,7.972127075,2.378155054,4.2412137,-7.758340424,9.779347378,4.470753284,g
2.71687335,24.76070972,6.606377414,3.18171597,2.82134528,-14.65140034,6.696753526,5.333586495,g
1.451776544,21.71217956,4.765292701,3.617060843,-0.016499053,-17.12186102,2.743599135,5.476185576,g
-0.416150413,18.63071197,2.563504186,3.59463948,-3.412023759,-19.16585198,-1.592499799,4.802786087,g
-2.553031135,16.01209518,0.437665389,3.375878781,-6.311603139,-24.54171267,-5.566660792,3.575301387,g
-4.313919697,14.24637633,-0.99107444,3.417292863,-7.816490098,-27.53959624,-8.428548026,2.293309188,g
