Fz,C3,Cz,C4,Pz,Po7,Oz,Po8,Inst
2.7256309047098,-1.561680217377813,1.5966702111548767,3.1677988417618126,0.10548088276932469,-3.0493611885130965,0.09509927888761453,-3.3575223352083414,g
2.7256309047098,-1.5616802173778126,1.5966702111548767,3.1677988417618126,0.1054808827693245,-3.0493611885130965,0.09509927888761453,-3.3575223352083414,g
2.7256309047098,-1.5616802173778126,1.5966702111548767,3.1677988417618126,0.1054808827693245,-3.0493611885130965,0.09509927888761453,-3.3575223352083414,g
2.7256309047098,-1.5616802173778128,1.5966702111548767,3.1677988417618126,0.10548088276932469,-3.0493611885130965,0.09509927888761453,-3.3575223352083414,g
2.7256309047098,-1.561680217377813,1.5966702111548767,3.167798841761813,0.10548088276932463,-3.0493611885130965,0.09509927888761449,-3.3575223352083414,g
2.7256309047098,-1.5616802173778126,1.5966702111548765,3.1677988417618126,0.10548088276932457,-3.049361188513096,0.0950992788876145,-3.3575223352083414,g
3.5204702498091955,-0.9171904798192874,2.1099409569996523,3.404705438769615,0.33193920764144563,-3.1708091616384477,0.25560187227116316,-4.526717499481016,g
4.4978669433117755,0.42070436939754485,3.0349692879414665,4.396637485763257,1.1696344612839742,-2.106136959194734,1.123317309026754,-3.967132807914857,g
5.577288144701663,1.9664658376298974,4.139134879813286,5.730647360898888,2.239795127281758,-0.48617932348281956,2.279582606102761,-2.4506217403481907,g
6.527952533441604,3.097436925398561,4.981768874596935,6.761808102687178,2.9668513797837757,0.8089185588153635,3.092451956397685,-1.0920220241902538,g
7.175438797742369,3.5288585874050695,5.250677471157628,7.085020338931585,3.0079692243467053,1.252378564802907,3.1840077961057123,-0.6206219564307149,g
7.556023603243572,3.472335629167391,4.985410758791045,6.797948708163334,2.4799692068428882,0.9389711703257777,2.66920727428984,-1.0469838334583574,g
7.887810950005718,3.3771613629033035,4.521118375030048,6.376747499443438,1.8288964297332608,0.3568914164034254,2.010421473801334,-1.8824758412803426,g
8.374309133481525,3.5229818975354776,4.20927358730512,6.284005711256272,1.4748014825829114,-0.06833124658606038,1.6428302033554985,-2.5973344571809722,g
9.001016827218626,3.8099387968645226,4.1379248447828,6.611404627978334,1.5089596037607627,-0.2756866743782621,1.6623996435070676,-2.942918749663883,g
9.49985390328606,3.8662979767790318,4.065086389928144,7.0163832141509435,1.6512187001573895,-0.5469835261806857,1.7827018356258304,-3.013681578337196,g
9.517548693998034,3.3393196242752934,3.611999561887635,6.9880100827805665,1.4815073078955627,-1.2427965495779902,1.5723068189991247,-3.1099502450608654,g
8.855361805674491,2.1505251233613025,2.565612198644962,6.232273505291544,0.7695480046296959,-2.496491136519574,0.7961967853363318,-3.5015863463052623,g
7.60094433121237,0.5594842812629376,1.060384195350911,4.884273803345524,-0.34504830932402664,-4.078088526751044,-0.39600144241731927,-4.234542905810352,g
6.0748717517938235,-0.98953892014251,-0.4899765478027672,3.4025530389279544,-1.4558949473254237,-5.53948464872682,-1.5801436324760867,-5.13423456672948,g
4.654228635438653,-2.1184031224911877,-1.6442489302125192,2.253361483573066,-2.178911600178341,-6.530379748710999,-2.3628234728459465,-5.997961209107473,g
3.600230573598104,-2.6785783400036864,-2.1746922617473925,1.6359051634290906,-2.3859060168151944,-7.007180876656685,-2.6203649670557643,-6.764614585160286,g
2.986255314074949,-2.7412225007835813,-2.1389199187838805,1.4333667009140623,-2.2196644041940607,-7.166389588279328,-2.502444885731371,-7.492149402628525,g
2.7425127183201554,-2.4955724120799005,-1.7709215774934006,1.3847702778056785,-1.9324951396541927,-7.223273619812771,-2.2585362482574936,-8.219823662435463,g
2.758484339870135,-2.1736978543252232,-1.3038145152219296,1.31955299753979,-1.7098631086984102,-7.277117480808281,-2.0630337789845585,-8.897059660654097,g
2.9597329969603785,-2.005253434453527,-0.8526415951653712,1.2766457555250543,-1.5959084451728005,-7.338204874472604,-1.950433098170309,-9.417176186087467,g
3.3161646223745236,-2.139422433746969,-0.41180494909035625,1.4347099061508737,-1.5284967493982713,-7.40265504761454,-1.8567805123249919,-9.668470907262334,g
3.8020974192068606,-2.557707298863042,0.06308077865942394,1.9261603749560066,-1.4284890191161819,-7.47750610818955,-1.710762882975903,-9.568502970625683,g
4.354419455149037,-3.087572357533313,0.5591605403388973,2.689084839854235,-1.2806971284619195,-7.5724195012674205,-1.5139183570032309,-9.108196630303956,g
4.858141707916845,-3.552133590007121,0.9598104984515408,3.470795274072169,-1.1613911765841767,-7.695667355203838,-1.361427653566335,-8.37425933615759,g
5.169124388494724,-3.939298261539009,1.0788828885074508,3.9736550525509196,-1.2037185580880525,-7.85135578536771,-1.3958001495586045,-7.495498354853811,g
5.172734306402583,-4.439372626579909,0.7608261306988499,4.030038849503095,-1.5349649328587023,-8.043584996400119,-1.7393555828932725,-6.568970015329326,g
4.852334081239763,-5.313402773694738,-0.013306035544117644,3.683109198628496,-2.2277954799928548,-8.307060398583209,-2.4544756860552073,-5.674898854069572,g
4.316998933328368,-6.6848911989443565,-1.085918836990429,3.1280494741792486,-3.2757519998262787,-8.729135690937541,-3.5303727646067857,-4.953389428107635,g
3.760331380252628,-8.399766119761342,-2.180174402770923,2.5709227989793826,-4.58322935455112,-9.39948318745832,-4.872653469434515,-4.6006111079825756,g
3.381889935914593,-10.066704099411268,-3.0198941605371585,2.1167800453307373,-5.978203799176383,-10.316161703004067,-6.308112023968413,-4.751903532392651,g
3.326918981544634,-11.277501534152293,-3.4395520072920847,1.7651498392800413,-7.2650127950778725,-11.364016855488206,-7.635199915415957,-5.384767995129256,g
3.661779436228149,-11.857063543136482,-3.425889717230929,1.4937935108054472,-8.298388349558767,-12.402302545606283,-8.701866752192121,-6.338883913174634,g
4.363448783755387,-11.942174348378845,-3.0804257931602774,1.3338937556098527,-9.026648747087386,-13.356005051807632,-9.449556392197254,-7.400322172615435,g
5.314546384087399,-11.832920749648329,-2.5397823899678214,1.3569981042675066,-9.477501459687533,-14.21530554558339,-9.89692665601402,-8.375870008976955,g
6.32793775076457,-11.76659918628469,-1.909059383674509,1.5920038891258703,-9.711232925144014,-14.979211135968589,-10.096339014090313,-9.158303833342531,g
7.218229012184951,-11.798553022304095,-1.2407951649719944,1.9681515639804872,-9.776255820116935,-15.62215127798223,-10.097116261257735,-9.766100877106455,g
7.893044633630481,-11.826986919358115,-0.5498583327392961,2.3546385662756153,-9.67875418111139,-16.08861794769312,-9.917219573012815,-10.284989162039905,g
8.405457127799417,-11.679934855202179,0.16655536440140412,2.6674913099735873,-9.372733838037197,-16.292126673019897,-9.527906696880727,-10.72752414007059,g
8.922508479582609,-11.200957411229187,0.9194647061570164,2.9444619978850453,-8.78454671968112,-16.140910583117083,-8.873983461806217,-10.968331490766714,g
9.61438297031887,-10.321210583140164,1.719204464922663,3.3142692852430073,-7.867998020628194,-15.602513735417972,-7.927985735266978,-10.85127177182605,g
10.52616134045473,-9.099973898397744,2.554505194379362,3.8786366900960387,-6.655934785983449,-14.745860436077242,-6.736964834481836,-10.35147050580255,g
12.366626673546197,-6.34521181497922,4.0744390245025075,5.324086086177943,-3.9198329868157367,-12.618273485237902,-4.1803137890168625,-8.91112557058903,g
12.87774784773183,-5.167485714731342,4.586419415497623,5.850657713996428,-2.786517036419238,-11.589392088791339,-3.164582640919808,-8.471991894874225,g
13.07083877224407,-4.189259617202888,4.898784259476208,6.113421619828353,-1.9977358943356402,-10.709481355632393,-2.4783518052909184,-8.473467009193655,g
13.070838772244073,-4.189259617202888,4.898784259476208,6.113421619828353,-1.9977358943356407,-10.709481355632393,-2.4783518052909184,-8.473467009193653,g
13.14302120226159,-3.277220239713647,5.092517118789721,6.1873070779740305,-1.547305574021546,-10.04261987731411,-2.093569972619184,-8.933940484526925,g
13.3249428035253,-2.2440843123327725,5.2787272844016595,6.191630868381001,-1.3228089712582125,-9.61265540817641,-1.8841100824164272,-9.711304554969406,g
13.704980781304211,-1.0246108711092305,5.5041234808927815,6.154457223016171,-1.2005182804812595,-9.422857860101782,-1.7285905519283613,-10.607113109911571,g
14.1569300698493,0.2151143409288509,5.69830791323685,5.969708918609596,-1.1371793221806787,-9.482309134881177,-1.6024314660448453,-11.499818419576695,g
14.418426084189424,1.1623156212519183,5.711756401211319,5.48322537564237,-1.1815297783472876,-9.777749512461856,-1.5756881572330028,-12.366073857409793,g
14.259147929264262,1.5811661045003524,5.419269798605595,4.627822893670082,-1.406667288159235,-10.214874693853343,-1.7307472014314669,-13.194148070852398,g
13.62401823164058,1.4805079645857055,4.812656737940303,3.494492330517015,-1.8289171674704399,-10.618940458395446,-2.081527784771823,-13.921693639402235,g
