Fz,C3,Cz,C4,Pz,Po7,Oz,Po8,Inst
-8.149818832941815,-3.896697690665029,-10.195171142441074,-13.95767450029481,-9.74156137801417,-9.666880538943095,-8.798966808291498,-4.615533738710967,g
-8.149818832941815,-3.896697690665029,-10.195171142441074,-13.95767450029481,-9.74156137801417,-9.666880538943095,-8.798966808291498,-4.615533738710967,g
-8.149818832941815,-3.896697690665029,-10.195171142441074,-13.95767450029481,-9.74156137801417,-9.666880538943095,-8.798966808291498,-4.615533738710967,g
-8.149818832941815,-3.896697690665029,-10.195171142441074,-13.95767450029481,-9.74156137801417,-9.666880538943094,-8.798966808291498,-4.615533738710967,g
-8.149818832941815,-3.8966976906650297,-10.195171142441074,-13.95767450029481,-9.741561378014168,-9.666880538943094,-8.7989668082915,-4.615533738710966,g
-8.149818832941815,-3.896697690665029,-10.195171142441074,-13.95767450029481,-9.741561378014168,-9.666880538943094,-8.7989668082915,-4.615533738710966,g
-8.894109522912744,-4.2185987504590186,-10.972023448451758,-15.236764313330719,-10.75316503648964,-11.115199787153513,-9.66120850580961,-5.142616522236482,g
-8.867254174014212,-4.228362582240844,-11.1166562404021,-15.40313147599295,-11.346917438717579,-12.177425498190164,-10.21234172707663,-5.291214394625133,g
-8.130300005948323,-3.8632185795926857,-10.647440029531342,-14.727788565495313,-11.50306328431545,-12.831397087052801,-10.377108732295719,-5.199689579149196,g
-6.864324551012108,-3.125867187298934,-9.693032404779487,-13.642435656673348,-11.224347236532719,-13.03069524625993,-10.101121384019647,-5.006748557214934,g
-5.2688600998832325,-2.0947501289467008,-8.422133684742331,-12.496505499150008,-10.546845580103804,-12.717954185570083,-9.404539000473445,-4.776649256147313,g
-3.495942248027147,-0.9106832018173658,-6.974264511356502,-11.425503119944072,-9.54689378335637,-11.881034582515374,-8.39368539921632,-4.51688805683455,g
-1.6704478560546305,0.2666046117141324,-5.450332467412101,-10.405664080489846,-8.342317722110632,-10.604678050838844,-7.2233410431845995,-4.236197345924668,g
0.034119950670863465,1.2990139571710355,-3.9704648543028456,-9.422436123356718,-7.0965821982157395,-9.082804449842623,-6.056935449341616,-3.9785695088503124,g
1.3563276827857293,2.06558513080183,-2.735277443356501,-8.597196388658512,-6.020900901777042,-7.604113863060894,-5.063769777559651,-3.8348627658712537,g
2.0140121974353487,2.4409788931185856,-2.0039813473498334,-8.159423900399505,-5.337789193226513,-6.503813269289149,-4.418134535438308,-3.923657359874222,g
1.8509570510631543,2.329370216926081,-1.9711173282341008,-8.287165254818103,-5.187373998563853,-6.044432573439811,-4.243195970085223,-4.301569049363157,g
0.9516645725243743,1.7510827825286903,-2.629912792890777,-8.952904613560971,-5.5342823780215245,-6.261938430987141,-4.525900517812415,-4.849444083952152,g
