Fz,C3,Cz,C4,Pz,Po7,Oz,Po8,Inst
-12.115012176064562,-5.4637995659047345,-1.9496311124732855,-2.503964651414703,-2.5926832042953607,-0.566584256825216,-4.632384610161155,-6.147876581347869,g
-12.035030487699899,-4.564583505651828,-0.8872515197512776,-2.0614987436113688,-1.6254426884602684,0.6153009035363666,-3.0543958846005075,-3.829937145474272,g
-11.250833850042868,-3.2993998508547784,0.6491613183255773,-1.3837492008431405,-0.17167317319747005,1.8476044052651044,-0.7831826232346568,-1.3317622081412523,g
-10.236648205265121,-2.121169724515879,2.244371201854871,-0.8660694587464881,1.3354628431956226,2.8051684633317757,2.4660732560810623,0.728786950825209,g
-9.435876462783247,-1.3347065235881792,3.571821407204422,-0.7398633569752648,2.565905726677343,3.2294812846831844,6.464002019354863,1.877030516143049,g
-9.028141912702072,-0.9165256222630296,4.560599072100623,-0.9431481366559181,3.4778975468030398,3.0546875608420754,10.361936160105802,2.0045607505711596,g
-8.866824673467303,-0.5434385600416274,5.3926335761898905,-1.1769238999121867,4.306279805353599,2.4297003225324367,13.028082265062386,1.3887092875755727,g
-8.6192818592063,0.18197583051217087,6.328691761220498,-1.1102419526855625,5.34614841079321,1.6228816526628684,13.659244069905606,0.5017923163540433,g
-8.008285122837922,1.4610573031965362,7.493014825059864,-0.5966299421892111,6.702116306866722,0.8746642286798572,12.27539094954771,-0.26733226127205917,g
-6.9990255812804065,3.159753639685655,8.769276028506946,0.2393647467869215,8.195217796879273,0.2985336115305917,9.797611866717927,-0.8111074447971557,g
-5.8241123849719205,4.873629866883908,9.862887770295702,1.0898876054443856,9.4685267296713,-0.12549237836295166,7.640721300003773,-1.3097043443304393,g
-4.838787165641205,6.1418643884693385,10.473066612618974,1.6546293788915485,10.191507196779934,-0.49958691425609364,6.962125744135792,-2.0517387533052682,g
-4.297386661258836,6.682124012711253,10.467773614387701,1.8085346397243893,10.239032687787555,-0.9456340485426338,7.95835585739101,-3.1882072431162674,g
-4.198384853870587,6.511611747282326,9.957197165957012,1.6435195828057736,9.751921400934243,-1.5474547588982561,9.751598508074418,-4.587799015294013,g
