-203.6483612060547,-133.62315368652344,-290.5096435546875,-182.4781951904297,-81.09912109375,-149.35458374023438,-157.173583984375,-130.57081604003906,-101.48579406738281,-63.296199798583984,-110.87223815917969,-146.37957763671875,-70.78181457519531,-210.38790893554688,-89.59992980957031,-135.6180419921875,0.0,0,I,F,I
-1290.09765625,-930.4320068359375,-1995.27490234375,-1153.2529296875,-566.3982543945312,-1074.138671875,-1093.124755859375,-866.2214965820312,-731.7654418945312,-547.2985229492188,-824.04931640625,-1013.9140625,-487.816162109375,-1434.0399169921875,-598.7593994140625,-1037.9967041015625,0.0,0,I,F,I
-3837.724609375,-3108.81689453125,-6563.70263671875,-3419.66943359375,-1898.3162841796875,-3713.55859375,-3647.015869140625,-2735.20751953125,-2537.260009765625,-2221.447998046875,-2945.097412109375,-3367.46044921875,-1611.5115966796875,-4676.62939453125,-1907.2314453125,-3813.7353515625,0.0,0,I,F,I
-7421.0302734375,-6892.1357421875,-14309.91015625,-6584.3056640625,-4220.39794921875,-8512.2783203125,-8069.86865234375,-5696.8017578125,-5834.48583984375,-5822.8251953125,-6968.18212890625,-7416.0859375,-3530.047607421875,-10099.7421875,-4011.079833984375,-9246.625,0.0,0,I,F,I
-10971.3564453125,-11810.0771484375,-24122.724609375,-9681.4482421875,-7248.296875,-15019.9765625,-13796.4921875,-9169.1025390625,-10328.2412109375,-11407.84375,-12642.3544921875,-12621.9873046875,-5978.2763671875,-16864.970703125,-6518.60107421875,-17110.64453125,0.0,0,I,F,I
-13655.7666015625,-16986.63671875,-34197.52734375,-11973.591796875,-10442.7470703125,-22112.7578125,-19795.978515625,-12460.7529296875,-15250.5703125,-18135.078125,-19036.666015625,-18041.2734375,-8507.955078125,-23702.12109375,-8936.0322265625,-26147.23828125,0.0,0,I,F,I
-15037.6240234375,-21355.51953125,-42479.42578125,-13093.701171875,-13144.609375,-28294.6953125,-24831.08203125,-14929.8447265625,-19563.453125,-24519.556640625,-24788.107421875,-22560.251953125,-10599.7802734375,-29222.3046875,-10786.4384765625,-34409.9140625,0.0,0,I,F,I
-15067.212890625,-24013.6953125,-47309.0234375,-13027.1318359375,-14792.9013671875,-32229.369140625,-27864.4765625,-16146.4833984375,-22330.056640625,-29047.728515625,-28611.404296875,-25255.462890625,-11830.9150390625,-32342.833984375,-11735.4697265625,-40016.71484375,0.0,0,I,F,I
-14186.6025390625,-24686.2265625,-48293.3671875,-12191.4873046875,-15212.2783203125,-33403.8984375,-28592.53515625,-16140.2607421875,-23180.392578125,-30887.609375,-29928.3125,-25871.111328125,-12094.736328125,-32862.65625,-11776.7744140625,-42061.015625,0.0,0,I,F,I
-13115.19921875,-23817.966796875,-46424.1640625,-11234.0009765625,-14675.3271484375,-32322.298828125,-27548.607421875,-15365.4287109375,-22451.85546875,-30228.326171875,-29093.541015625,-24905.05859375,-11633.1201171875,-31511.11328125,-11223.060546875,-40970.50390625,0.0,0,I,F,I
