0,1,2,3,4,5,6,7
-0.27327902745400934,-0.27348536595332007,-0.27398338646048614,-0.2737541068640894,-0.27400782193103623,-0.27445171655699596,-0.2741474555371042,-0.27429479091438225
60.061025300005895,60.092497178111444,60.06504903302903,60.06217128072012,60.07042813130738,60.08774835388249,60.07022095352954,60.09790181696076
626.9580602380665,627.2675295771623,626.9878857191318,626.9562689691555,627.0383648823283,627.2183908236677,627.0570179689635,627.3264946493778
2880.5315614315464,2881.897028817327,2880.618057223314,2880.472261033585,2880.8277690442046,2881.6528742455203,2880.9727562559046,2882.158771000487
7754.81361701265,7758.395415343228,7754.95913295655,7754.563482755489,7755.470635227477,7757.713103124196,7755.966110183537,7759.083212613204
13610.56140408855,13616.757959250308,13610.727684700569,13610.020598491497,13611.533400991131,13615.550598151285,13612.52517860881,13617.93976125913
16378.795203442622,16386.22906770352,16378.958033407605,16378.071047806186,16379.78898918114,16384.78646782134,16381.07852658397,16387.601305937897
14153.632041332387,14160.118382677138,14153.823256341419,14152.975896531985,14154.340575287824,14158.87632438986,14155.497890193563,14161.212574914882
10226.755630794403,10231.509378430772,10227.017661359394,10226.273060205875,10227.146271780211,10230.585108734685,10227.962374215007,10232.198496782014
8958.289435854409,8962.374195806451,8958.615809249983,8957.85811818812,8958.584250136077,8961.531606612465,8959.241582195857,8962.987850626167
10153.397348498998,10157.848604938848,10153.749357924698,10152.93267358409,10153.782071932117,10156.91263702527,10154.519995473976,10158.708905024607
10598.980292043727,10603.559427218239,10599.327510765293,10598.592946373115,10599.450545396474,10602.61165102267,10600.261142768059,10604.631272280978
9626.391971174366,9630.5952796151,9626.707811686125,9626.169414699285,9626.903070705797,9629.717790079703,9627.652555701019,9631.70272887983
9279.940955836879,9284.06205849568,9280.196668179804,9279.758144893147,9280.550591651849,9283.156657524542,9281.194253331647,9285.188876298898
9819.684159393035,9824.062550218232,9819.876443780957,9819.391096547399,9820.446011117136,9823.059588611814,9820.974214778647,9825.244864771988
9292.445597758411,9296.58535759003,9292.604883908598,9292.097297957247,9293.269642982923,9295.626214316033,9293.627402383885,9297.712944022052
7630.716147767573,7634.1028196541065,7630.872726418052,7630.445140219754,7631.457216322708,7633.341329733027,7631.695635803811,7635.059485342271
7126.368183934364,7129.462768081342,7126.533209064516,7126.150973720962,7126.996058320541,7128.837886893866,7127.342529945256,7130.334148293745
8178.2949972286815,8181.750757896853,8178.474372361493,8178.026950617829,8178.8709294562095,8181.133471558601,8179.451598270743,8182.683420593766
8371.273992990877,8374.750171856404,8371.46398856609,8370.968206510157,8371.80874637323,8374.164062251277,8372.424825653025,8375.714059618715
6824.601105613768,6827.3708251235275,6824.768198978976,6824.31108639345,6825.05245172426,6826.862857446695,6825.429590529456,6828.267946646168
5799.44868178982,5801.713198760405,5799.554857456687,5799.082731146036,5799.830528069446,5801.162981884999,5799.986590870034,5802.605652458097
6535.755750701878,6538.281819249129,6535.813448830568,6535.19714414403,6536.135237748324,6537.583829647563,6536.288150826139,6539.263477668707
7013.612862430712,7016.408350078673,7013.682047544805,7012.973983026156,7014.009515212299,7015.711842131181,7014.219526073891,7017.338737837602
5761.4040801018255,5763.867200612983,5761.525910046197,5760.934204584813,5761.784897879999,5763.378800377567,5761.960843784438,5764.507112931377
4586.769956512306,4588.936121205305,4586.935879925767,4586.536601110094,4587.127802811117,4588.586830270359,4587.335100191389,4589.316712303915
5159.75531016708,5162.2313042284895,5159.952217409344,5159.629433347195,5160.1079871693355,5161.791134995163,5160.5524092351225,5162.639565386519
5871.727959833715,5874.436619707093,5871.962148930952,5871.65596115101,5872.058638268858,5873.881344181213,5872.730105867562,5875.03249689905
4851.030129802971,4853.1937335737175,4851.263473923311,4851.08021274617,4851.307702178439,4852.6988534485245,4851.929482511155,4853.866749853969
3480.170876946181,3481.6719748476175,3480.287457005859,3480.2921127346585,3480.409287527853,3481.2717847494023,3480.825861153312,3482.282971194511
3819.718438461942,3821.346574662048,3819.634468940073,3819.6923677854215,3819.9331841646344,3820.864569910309,3820.3012818519974,3821.860956652735
4752.548237454633,4754.625504423679,4752.326826101698,4752.257725441104,4752.66958302715,4753.985762949878,4753.169159548091,4754.965143981822
4066.2702227099326,4068.130869025707,4066.051893060403,4065.8275690628107,4066.198224803958,4067.4902050886294,4066.7950101514684,4068.161760740309
2586.44266113867,2587.6844525379674,2586.283993343105,2585.9744067752126,2586.20616468313,2587.1733823085533,2586.8144656026698,2587.464317903137
2632.221628568885,2633.402408206929,2632.0745973134754,2631.7210035874364,2631.9914843160677,2632.9798844461725,2632.6322400568843,2633.224454447178
3680.5384346212777,3682.0709214264098,3680.369623970098,3680.029146989318,3680.440540617487,3681.7325634462313,3681.0845674949924,3682.1201830524515
3345.1938242051338,3346.560948112028,3345.0363006225884,3344.8340152896253,3345.1869478853905,3346.4256117146297,3345.65274940182,3346.6923791530035
1838.6011640046145,1839.3626740891473,1838.4837135603168,1838.4756528214093,1838.5858287688893,1839.4247887258525,1838.78002205139,1839.3671317859826
1572.7316800805415,1573.3848346541854,1572.6407141639304,1572.7011891173872,1572.693697812762,1573.4394252216848,1572.7821210978757,1573.3238926955898
2647.585162499518,2648.6286181199202,2647.5223996122286,2647.4893432587814,2647.559271846889,2648.586591696182,2647.7131302084,2648.7210141380165
2665.2248074623185,2666.1937730281707,2665.2360145569587,2665.097604401478,2665.187771576977,2666.231206368566,2665.3290410891404,2666.4855092203934
1215.7976367330398,1216.119718405986,1215.898151146646,1215.73898282235,1215.6966325910948,1216.3623942920535,1215.6893636391014,1216.4748576892416
644.3807540150574,644.4804513620211,644.4928266991074,644.3526497114055,644.235413133348,644.7684439606319,644.1563892553859,644.819838296678
1664.2390717533701,1664.8069745138212,1664.2553546942065,1664.1593859359352,1664.1171365511184,1664.9468856543128,1664.1123661542752,1665.1418142132798
2021.222113719265,2021.960276950084,2021.1054594719305,2021.1434922722647,2021.1226119379091,2022.0034616787468,2021.1399308291802,2022.242777333612
708.0295177211783,708.1913749732321,707.812556910174,708.0240365777047,707.8858770537545,708.2591223553989,707.7981538439951,708.3508880702188
-152.5901272549595,-152.83491117921722,-152.85141901859402,-152.63304480971078,-152.77740367547995,-152.81210933333682,-152.8933916287906,-152.72696586376946
722.5532018360518,722.6975295345421,722.3350472670002,722.3307312589861,722.4324238407489,722.5744575577619,722.4643795749589,722.8880351647838
1378.172837435994,1378.7584687044648,1378.1125825215152,1377.9074269624145,1378.221518914047,1378.6206408922,1378.3714134389206,1378.97982297215
277.29259836539813,277.6841296921564,277.4447121948581,277.3078582870262,277.5213077927467,277.723325381314,277.60361391743845,277.7359306596977
-826.2807003623495,-826.1490947903069,-825.9803925499316,-825.8884125121385,-825.9097916794046,-826.0057498336384,-825.9258512071842,-826.2993503511277
-171.06260297993822,-170.65635507877982,-170.71033177915615,-170.51953890707932,-170.59426210823335,-170.62366159528892,-170.5667041102497,-170.7944361457196
715.6680539966524,716.2739584889125,716.061165180889,716.1447517169597,716.1648275408902,716.2151336881898,716.2639992998847,716.3215330265741
-125.6704042498443,-125.62222416172267,-125.21486431490439,-125.29574489930224,-125.21545683902013,-125.54306840822119,-125.19193129378004,-125.43481192401896
-1421.08551152497,-1421.747340824561,-1420.6696838246949,-1420.8622517279157,-1420.689247099744,-1421.4610424208818,-1420.7969030298193,-1421.525344297759
-1045.865366374168,-1046.5248153391408,-1045.6946690558464,-1045.930688369659,-1045.5172512205704,-1046.2029709194587,-1045.6346037822007,-1046.2969970588451
0.6247739374980483,0.26283912377039087,0.46623534751370244,0.2816079110273222,0.885855850690632,0.5039082462985789,0.8064177661908616,0.43529676805701456
-535.9606811753074,-536.6217389189517,-536.3030316402976,-536.3538253487714,-535.8672443211931,-536.4002824504225,-536.0310350789146,-536.6383071871301
-1947.7124226050876,-1948.9790739003943,-1948.0370385328347,-1947.998785425561,-1947.8179304882883,-1948.7391288210968,-1948.1122441777115,-1949.183716728806
-1888.0143208398151,-1889.2829119632083,-1888.2644850664271,-1888.2629840337777,-1888.27171739996,-1889.0756010726425,-1888.5452583313452,-1889.4564300360328
-760.0089829801352,-760.8540241848505,-760.2448490938293,-760.2838486860308,-760.3712774778166,-760.6299521352503,-760.5090663416422,-760.8339137583164
-960.6683138186525,-961.5734844244848,-960.9181141080205,-960.8577888412929,-961.1188989982466,-961.1908953977347,-961.2060982970982,-961.482003807417
-2394.9333713117285,-2396.2654813366835,-2395.1482337590214,-2394.943990082292,-2395.3862079477676,-2395.784253047185,-2395.5240936130917,-2396.3193081324252
-2651.9849723402212,-2653.1545628958247,-2652.099678706363,-2651.9178355703157,-2652.252766219098,-2652.858281524739,-2652.398068670126,-2653.371491893954
-1514.3366661423354,-1514.8032749912534,-1514.3109434539483,-1514.2968623066208,-1514.3030347041147,-1514.7899872751527,-1514.4326834057756,-1515.05663899435
-1364.937606297816,-1365.243704152182,-1364.7642506022696,-1364.8091547398874,-1364.6936601687457,-1365.2441982633875,-1364.9489595301231,-1365.4997172510814
-2729.8837751837,-2730.772369544171,-2729.6204228061715,-2729.504257991847,-2729.609007371708,-2730.533679572807,-2730.081339322892,-2731.084251058028
-3293.460768810321,-3294.6575841638983,-3293.235346808422,-3292.923729596274,-3293.240484666593,-3294.2651315116264,-3293.749637312332,-3294.988405750745
-2228.6122790410263,-2229.455549777097,-2228.5191808802774,-2228.154781290921,-2228.433872728345,-2229.095787542459,-2228.7432172631097,-2229.712125216882
-1744.131160162647,-1744.8158461391154,-1744.1150936604777,-1743.7733029948179,-1743.9704372637034,-1744.4539802973063,-1744.1337406858481,-1745.0417646554124
-2954.301508314827,-2955.437902940843,-2954.2118189773337,-2953.8526941489595,-2954.134467986274,-2954.966771546803,-2954.394242236447,-2955.7749719950616
-3794.949971535285,-3796.3275841681807,-3794.7163728260734,-3794.3470740147122,-3794.7425592844343,-3795.8566601388793,-3795.137808095037,-3796.77957808768
-2883.3171156339176,-2884.241939189943,-2883.0079800731755,-2882.700355693043,-2883.096269358772,-2883.9586269236215,-2883.416718229094,-2884.6638878143685
-2103.6760493088013,-2104.2865767897274,-2103.39469800351,-2103.1420438371756,-2103.581973225144,-2104.138089470094,-2103.697151961992,-2104.619456109672
-3083.8221513489766,-3084.9188342720618,-3083.6319574534573,-3083.3543999086487,-3083.984731864442,-3084.7111758854935,-3083.9742918674287,-3085.2446210102826
-4151.986127820664,-4153.649684002363,-4151.9401082141285,-4151.642958737294,-4152.354594808461,-4153.3792383874,-4152.294038485625,-4153.98830543561
-3464.5135378863106,-3466.0485862958685,-3464.664503558389,-3464.437912596826,-3464.9130119184674,-3465.844134393117,-3464.779381559859,-3466.300504763446
-2454.321525570124,-2455.598793901734,-2454.6639445251785,-2454.4930580331834,-2454.6644814858523,-2455.399208665879,-2454.5204118024803,-2455.7496839613905
-3150.889430542784,-3152.5557704538423,-3151.334365721141,-3151.063770778427,-3151.20738522942,-3152.156463765567,-3151.2400241782325,-3152.7507732529652
-4384.590048392713,-4386.750110977924,-4385.013704932455,-4384.565655608887,-4384.867364766062,-4386.1415832686735,-4385.132646917078,-4387.079973778134
-3974.491840751678,-3976.3542795697244,-3974.7854360925307,-3974.2640220767516,-3974.6169215164136,-3975.707493954207,-3974.941953068822,-3976.7329437541566
-2807.4902575539645,-2808.6890655274556,-2807.5769209016607,-2807.0847102299704,-2807.40011975156,-2808.019021425409,-2807.6417672761245,-2809.041021838265
-3179.3784386268553,-3180.5534662636514,-3179.2480965031327,-3178.7616786445383,-3179.1365151138716,-3179.722443856837,-3179.3415617376118,-3180.9675428559663
-4501.152903873931,-4502.753802344482,-4500.915746212551,-4500.42361169516,-4500.8609676746255,-4501.826280426876,-4501.067863803117,-4503.320451490089
-4401.661435413542,-4403.216855348466,-4401.499229428821,-4401.102373194631,-4401.3936208267205,-4402.47654606689,-4401.497555517131,-4403.841425684286
-3163.4859654295915,-3164.6476826474727,-3163.488612500305,-3163.255633560656,-3163.331045789556,-3164.1964645083517,-3163.305533285901,-3165.1793754485343
-3194.366636425315,-3195.7027472094915,-3194.475681973874,-3194.312127137673,-3194.4384609708163,-3195.3531274243405,-3194.484825216543,-3196.15040189425
-4523.372328435271,-4525.374224823888,-4523.523792552708,-4523.294092096617,-4523.7100355596,-4525.028043905676,-4523.9767933700505,-4525.8404969324465
-4747.090745161448,-4749.229520727914,-4747.315544127474,-4747.008215861542,-4747.578115137467,-4749.049360700549,-4747.906715206025,-4749.719661590184
-3526.6236048308897,-3528.2417749271494,-3526.9448532237493,-3526.6165279118864,-3527.058622949665,-3528.2946581978085,-3527.244667476536,-3528.6992215164923
-3223.024861573328,-3224.454296315491,-3223.3566863024944,-3223.011496092359,-3223.2694846207105,-3224.474887276472,-3223.4244041128177,-3224.9115539210493
-4481.652888825888,-4483.530656216977,-4481.892969713548,-4481.54359905776,-4481.702434101722,-4483.261738179603,-4482.093854082906,-4484.045223388237
-5024.623172729317,-5026.717367841758,-5024.779651547904,-5024.531519812192,-5024.572154588153,-5026.2643205342665,-5025.217283485088,-5027.203122363028
-3911.038329660333,-3912.765032990209,-3911.185756989942,-3911.09917184972,-3911.0316938911083,-3912.372582477189,-3911.7099972217347,-3913.07844464738
-3297.6697886017664,-3299.280078119668,-3297.835283351029,-3297.7674129653287,-3297.847269445007,-3298.9399795697414,-3298.4368172581435,-3299.4575116934548
-4406.798131158045,-4408.951949548552,-4406.962821982667,-4406.7163612697905,-4407.188767083868,-4408.495943234893,-4407.73426009802,-4409.179981464904
-5241.748778037692,-5244.231474944469,-5241.903997269734,-5241.496932733199,-5242.208107118815,-5243.675093831795,-5242.707040253484,-5244.599106684901
-4322.134312250604,-4324.1298751449385,-4322.244563039883,-4321.877535081863,-4322.456217297806,-4323.6311693279,-4322.838289334934,-4324.585346193857
-3452.691262358391,-3454.177379565578,-3452.6383018998467,-3452.4339705525367,-3452.7915142821344,-3453.7290209342787,-3453.10608234991,-3454.6962793167063
-4347.093655365115,-4348.834235571401,-4346.771475323404,-4346.702553655737,-4347.032864779956,-4348.290894039426,-4347.421788222182,-4349.42543970183
-5421.150930952813,-5423.3310599956585,-5420.630422468004,-5420.668207636477,-5421.013702843535,-5422.70886337786,-5421.480348076096,-5423.876211873152
-4753.612434970113,-4755.628563915645,-4753.1206766355535,-4753.27202024184,-4753.457418254571,-4755.086362351478,-4753.8753719004135,-4755.932249943049
