82593.9921875,82680.5390625,82915.6796875,82815.09375,82933.734375,83125.9609375,82995.0703125,83041.7421875,-0.504150390625,0.023681640625,-0.81201171875,-0.6713866591453552,0.4882812201976776,0.3967284858226776,80.0,1251.0,1.0,M,M,O
82634.4921875,82721.21875,82956.1796875,82855.4140625,82974.2421875,83166.640625,83035.3046875,83082.15625,-0.506103515625,0.021728515625,-0.813232421875,-0.5798339247703552,0.5187987685203552,0.3051757514476776,80.0,1252.0,1.0,M,M,O
82449.8671875,82536.5,82771.640625,82670.7890625,82789.6171875,82982.109375,82850.5859375,82897.53125,-0.507080078125,0.021728515625,-0.814208984375,-0.6103515028953552,0.5798339247703552,0.3356933295726776,80.0,1253.0,1.0,M,M,O
82521.5703125,82608.03125,82843.4375,82742.5,82861.3203125,83053.8125,82922.5625,82969.5,-0.505859375,0.020751953125,-0.81396484375,-0.7019042372703552,0.5493163466453552,0.3051757514476776,80.0,1254.0,1.0,M,M,O
82791.578125,82877.9453125,83113.4453125,83012.234375,83131.234375,83323.90625,83192.390625,83239.5078125,-0.505859375,0.021484375,-0.81396484375,-0.7324218153953552,0.4882812201976776,0.3356933295726776,80.0,1255.0,1.0,M,M,O
82881.96875,82967.984375,83203.8359375,83102.8984375,83221.71875,83414.296875,83282.875,83329.8984375,-0.506103515625,0.01953125,-0.814697265625,-0.6103515028953552,0.4577636420726776,0.3967284858226776,80.0,1256.0,1.0,M,M,O
82700.296875,82787.0234375,83022.515625,82921.3984375,83040.578125,83232.8046875,83101.8203125,83148.671875,-0.50537109375,0.02099609375,-0.815185546875,-0.7324218153953552,0.5187987685203552,0.3967284858226776,80.0,1257.0,1.0,M,M,O
82706.1953125,82793.1875,83028.6015625,82927.296875,83046.125,83238.8828125,83107.546875,83154.5703125,-0.505615234375,0.02197265625,-0.815673828125,-0.7324218153953552,0.4577636420726776,0.4272460639476776,80.0,1258.0,1.0,M,M,O
82967.625,83054.703125,83289.84375,83189.0859375,83307.4609375,83500.4921875,83368.96875,83415.8203125,-0.506103515625,0.02001953125,-0.813720703125,-0.7019042372703552,0.5798339247703552,0.3662109076976776,80.0,1259.0,1.0,M,M,O
83103.8828125,83190.78125,83425.7421875,83324.984375,83443.71875,83636.7421875,83504.78125,83552.34375,-0.505126953125,0.020751953125,-0.81640625,-0.6103515028953552,0.4882812201976776,0.3662109076976776,80.0,1260.0,1.0,M,M,O
82945.453125,83032.0859375,83266.8671875,83166.109375,83284.75,83478.046875,83345.90625,83393.5546875,-0.506103515625,0.0205078125,-0.812744140625,-0.6408690810203552,0.4272460639476776,0.3662109076976776,80.0,1261.0,1.0,M,M,O
