0,1,2,3,4,5,6
-3.091492418840351,55.86952530496847,47.0,4.56908486114026,-0.861485610668094,16356.71267017896,-0.23379415374331058
-4.749041056281362,18.484336374407334,56.0,2.191468693947648,0.16395831410452338,10259.431832163333,-0.832294216718704
-2.3165097738348868,24.422858739696167,8.0,4.586903809926443,-1.3607946147998522,7447.269067992182,3.506661564004557
-3.3706747312765803,22.391919996776966,232.0,3.00081933657198,-0.8093979316594374,8438.342035210853,0.16893656794506517
-4.01562193869178,19.31255151035583,247.0,3.786556449118727,-0.3728407382448124,8859.44276621464,0.227219642536431
-1.9156642130375727,29.106201426605107,244.0,4.470911937104257,-2.2784083065683323,8193.992700929493,6.94019840935055
-2.183353127714899,24.71441794219962,155.0,3.3979443606371285,-0.9907707965726137,7370.362205625513,0.575683493237046
-5.441091961419488,25.10177319848029,26.0,3.665875082398787,-0.20297007255602448,13676.813732776018,0.5335089957956303
-7.3520709788720815,20.22545987863423,127.0,-1.3255613849507268,-1.2087408602170229,18569.601889251826,2.0618239384172607
-5.710201976467346,47.37047520601324,235.0,4.239900652964891,-0.664063679595542,19994.220454516202,-0.3838028762572998
-1.348481407104547,13.092058641976301,122.0,4.6882051774540265,-0.4044093012407441,3727.6151868207394,-0.0676695404494767
-4.918750410921653,30.766828829599334,60.0,3.6562110074651177,-0.5080773843078121,13740.233608635319,-0.7678384473297042
-5.466117803141142,29.343738958064232,224.0,-0.01275017292275503,-1.3936178324417365,14805.545698970194,1.418396740885215
-3.456611087323494,48.279420665548855,103.0,4.387513643221391,-1.5322117708332874,15056.895218639138,2.8789522221171158
-5.29052652705378,41.65627761774493,173.0,1.1079880287467814,-1.4001684726053525,17411.487137801163,1.3875500776996157
-5.580884718687157,32.24939996014525,39.0,0.606916777020846,-1.518215029079394,15848.918550855267,3.10285591456247
-5.299043814543059,23.457850078326373,209.0,0.45733502439671675,-0.9981130019171485,12884.428856693356,1.337682430105274
-4.384853697742501,18.425623191552727,3.0,2.78371677855265,-1.3011741208979128,9413.141285539703,3.562130884417056
-7.073947968514036,46.56787577609458,51.0,2.1467302851566674,-0.41145260320182553,24152.15390933461,-1.095646442848874
