,Instructions,Face,Scene
0,g,g,g
1,M,M,O
2,M,M,I
3,M,M,I
4,M,M,O
5,M,M,I
6,M,M,I
7,M,M,I
8,M,M,I
9,M,M,O
10,M,M,I
11,M,M,O
12,M,M,O
13,M,M,I
14,M,M,O
15,M,M,O
16,M,M,I
17,M,M,O
18,M,F,I
19,M,M,I
20,M,M,O
21,M,M,O
22,M,M,O
23,M,M,O
24,M,M,I
25,M,F,O
26,M,M,O
27,M,M,O
28,M,M,O
29,M,F,O
30,M,M,O
31,M,M,I
32,M,F,O
33,M,M,O
34,M,M,I
35,M,M,O
36,M,M,I
37,M,M,O
38,M,M,O
39,M,M,O
40,M,M,O
