0,1,2,3,4,5,6
-11.779802696167744,121.73224034598469,56.0,-2.3750785530348004,-2.3384357727817258,65123.99797665641,6.220386027813456
-6.288386744116484,32.363154034976056,20.0,-0.2547780001192589,-3.2501385953452604,17976.740469638993,13.443002568391048
-10.136153727026821,35.71680203200324,22.0,-2.7569527513582903,-2.596290896764798,34614.60360248074,10.241531385469226
-6.100653246325141,13.780755983947836,213.0,-0.22779222000226423,-0.264339508867539,12749.681503961332,-0.5869069728315033
-7.636024641570162,44.36793770766149,42.0,-0.20466295123940656,-2.123047317187934,25669.20250858205,8.342006124029291
-16.27041474373864,139.79735974981898,43.0,-6.801771968358289,-0.9616390925508383,101130.9389207717,0.09452348393899879
-3.9648703315520133,72.08660943465219,57.0,2.809804990296084,-3.059648689738975,21951.701545168387,12.670168104243196
-5.542411695441482,36.22918554031217,43.0,0.46823784857336076,-2.3734783748971404,16736.878235519674,10.333879010627962
-3.2398321372547767,21.014897076257434,171.0,1.6594741379024103,-1.29671840739302,7877.852338461572,0.957460958402387
-1.9125494008113664,47.94200375788693,189.0,3.670529831238402,-2.623871976843196,12899.962242107713,9.882602979536152
-2.439483036169819,65.10015023805681,201.0,4.806891813062294,-2.1457529126361603,17762.80693045428,5.564311981083257
-5.298914122168248,52.88723597556542,189.0,-0.5523993864768388,-3.9092974750200833,20241.431712419875,24.65379558368162
-3.860496729020826,58.02473253733234,129.0,2.9304041511929575,-3.6952626297987785,18232.041883028207,22.85194145695236
-10.679073385035771,70.0402572913415,116.0,-2.0441571603724094,-1.664422044636821,46020.716413580216,3.9877686305759648
-4.7742967295741785,64.74427959724127,96.0,3.191749274618074,-1.8034931587880663,21884.54721481599,3.952625453195095
-4.423547307416653,40.28510105802695,96.0,1.7575038969534447,-2.32377130457255,14963.21795974502,7.2222889876092875
-9.787302217068794,98.9719103801328,76.0,-0.6570433112318805,-1.7140140535593316,48690.79876709314,5.017451855344859
-11.486156908543848,48.43551490941675,54.0,-3.3213236455601356,-2.256127636846292,45091.828859276575,10.169639713824584
-11.92942146353103,55.54763970896334,80.0,-2.269394511777516,-1.3084723090113481,49464.68404087956,2.796723690473905
-15.923005102691633,108.85140060202784,188.0,-5.60152729032805,-1.6995331334105552,90598.3730255929,3.7036793854198207
-13.830187498572915,50.47044430228815,83.0,-3.2406835303106973,-0.9937590239015109,60436.132636992676,1.5665796061417305
-14.99520835249022,53.262820198870834,226.0,-4.51563688538816,-1.3526152580353934,69529.7734333658,3.327649587524842
-14.644288345250995,57.91043314159568,19.0,-5.329659903008527,-1.2461281050337023,68091.40357011245,2.002076539085806
-11.952744917632065,62.600687193508506,89.0,-3.113393911711433,-1.8571159871476255,51367.199564871924,4.676455115556138
-12.99932551875806,159.3599318462859,160.0,-6.987509455189647,-0.8308702366652694,82085.59894723009,0.5243113717528454
-0.20701554729876898,90.57486482516532,51.0,6.1772079647403375,-2.565455227433282,22654.430065497185,9.535172453483746
-4.128087566655209,24.633495907785537,56.0,1.758651883064692,-0.7941867016101379,10418.650716439717,-0.7122988260542535
-16.718579772024608,153.34498428784238,27.0,-3.9124858796084365,-1.225168002572892,108213.97347034821,0.7712269366245637
-5.195614748523789,35.572348943765846,226.0,0.10929701363091704,-2.5705171612786173,15641.690389710935,8.925697506594327
-2.230928701935665,93.32612380227731,1.0,-0.5493705059836832,-1.362949459213666,24575.791668849408,2.9058790378731123
-0.8511438051464529,81.98279664189229,23.0,9.584136587137609,-1.1822633332896701,20676.810604732862,1.8426835188335655
-4.87219136530057,101.09086879521037,24.0,4.92725481498484,-1.8899129016794978,31207.279373829948,3.8851733338671153
-4.196211038094789,60.62676415882658,25.0,3.215601453494641,-2.169426639743468,19558.737808763788,5.857707212784726
-13.668723214052298,92.16902320115321,27.0,-3.74560975164075,-1.4561795964820234,69750.75437588134,1.7648354201844532
-14.506483644964483,53.009189491467346,81.0,-5.21015387804823,-1.6088356033808477,65861.81430827235,3.318457563659085
-5.218685659878074,62.99123694236133,166.0,2.675109614840296,-1.4852130747668877,22556.479239744596,2.5512102802581174
-2.2704999023437136,67.65191787934923,148.0,6.149794407212028,-1.615516064694695,18201.771921473013,3.7052408534488235
-7.6732565412097244,72.3518264333442,110.0,1.5151817200928117,-1.5744945342471102,32807.673095140504,3.3317158640356492
-10.202997438546522,56.59667488027022,211.0,-2.056522988791535,-1.867322961464146,40174.457902814276,7.815931561957148
-11.964773330324538,53.767514722883234,63.0,-3.2014047306399176,-2.237091346380607,49230.82889223214,8.867055285915672
-11.532160851918935,29.057825202339462,54.0,-4.6832677255710475,-1.7136623059084832,40512.13977921778,5.986542401566046
-3.8926447841070764,44.62851992776677,166.0,3.252427826632611,-2.2193351458296964,14945.300835750699,6.5185381922112295
-9.699636932876533,112.97077411026137,169.0,2.739377058347526,-1.2300077980866675,51763.43268497097,1.5062211951413742
-16.380721964299067,54.60992281906337,211.0,-7.7817584872113805,-1.602498405041103,80734.49372268331,3.7059898708317647
-7.078990869960335,152.51066631700766,135.0,4.258670929094333,-1.2829406413566466,50655.694513497365,1.2824842386150026
-1.3646596597523644,81.9455821423882,128.0,7.438342742103111,-1.3845922330501126,20951.969532335912,2.540975314035104
-1.272567937142323,81.91875059526268,85.0,8.523897896175695,-1.086453645282861,20884.544937476334,1.0160460589069809
-4.55898901552039,70.11564002296633,53.0,3.9428940389381055,-1.389890272912641,22725.00521665048,2.2598879646359125
0.5431117024787206,17.015997114673723,48.0,6.553239602113905,-1.3465563403765441,4327.741859010764,2.8517639992352803
-1.5517088939289732,83.52342687272575,153.0,5.388698243610733,-2.2162342972135574,21482.806841056008,5.2923826017792095
1.9619007912184656,75.28997876928692,110.0,9.368625561801808,-1.8327221340374424,19784.758370967636,3.6462967332949923
