0,1,2,3,4,5,6,7
107265.671875,107357.578125,107596.1171875,107490.796875,107610.15625,107812.3046875,107674.2578125,107733.5390625
106269.8515625,106361.5,106600.3046875,106495.0703125,106614.4296875,106816.3984375,106678.265625,106737.09375
87122.9921875,87211.4140625,87449.0546875,87346.0625,87465.8671875,87660.0625,87527.734375,87577.1796875
85742.1015625,85830.34375,86067.09375,85964.7265625,86084.171875,86278.0078125,86145.859375,86194.6796875
104774.5234375,104866.1640625,105104.2578125,104999.2890625,105118.7421875,105319.7265625,105182.3984375,105240.3359375
108701.546875,108793.6328125,109032.171875,108926.671875,109046.2109375,109248.984375,109110.3125,109170.3984375
90255.1875,90344.0546875,90581.4296875,90478.7890625,90598.1484375,90793.59375,90660.2890625,90711.34375
84038.0,84126.0703125,84362.546875,84260.71875,84380.078125,84573.1015625,84441.5,84489.6875
101763.4765625,101854.578125,102092.4921875,101987.9765625,102107.3359375,102307.6953125,102170.8125,102227.8515625
110369.25,110461.609375,110700.5078125,110594.5625,110714.0078125,110917.765625,110778.6484375,110839.359375
93845.6796875,93935.0859375,94172.9140625,94069.2890625,94188.828125,94385.875,94251.859375,94304.25
83203.8359375,83292.2578125,83528.6484375,83426.8203125,83546.171875,83738.84375,83608.046875,83654.984375
98448.171875,98538.8359375,98776.5625,98672.4921875,98791.9453125,98990.4296875,98854.8828125,98910.3203125
111161.3984375,111253.4921875,111492.3828125,111386.34375,111505.796875,111709.1953125,111570.078125,111631.6796875
97661.390625,97751.421875,97989.6953125,97885.265625,98004.71875,98203.5546875,98067.9296875,98122.4609375
83305.671875,83393.828125,83630.484375,83528.3828125,83647.921875,83841.1328125,83709.5234375,83757.3515625
95056.6953125,95146.375,95384.109375,95280.21875,95399.578125,95597.25,95462.609375,95516.25
111018.5234375,111110.8828125,111349.9609375,111243.3828125,111362.7421875,111566.1484375,111427.3828125,111488.6328125
101442.5,101533.515625,101771.96875,101666.828125,101786.2734375,101986.3671875,101850.2890625,101906.6171875
84326.0703125,84414.2265625,84651.0703125,84548.7890625,84668.3203125,84861.890625,84730.546875,84778.1171875
91789.0546875,91878.546875,92116.1015625,92012.65625,92132.1953125,92328.1796875,92194.78125,92246.546875
109946.4453125,110038.625,110277.4296875,110171.6640625,110290.9296875,110494.0625,110355.75,110416.1953125
104924.28125,105015.0234375,105254.28125,105148.6875,105268.140625,105469.75,105332.15625,105390.625
86177.9609375,86266.1171875,86503.8515625,86401.65625,86520.65625,86714.9375,86582.796875,86631.7890625
88859.09375,88948.234375,89185.609375,89083.421875,89202.0625,89397.234375,89264.46875,89314.7109375
108005.6875,108097.8671875,108336.5859375,108231.0,108350.1796875,108552.953125,108414.8203125,108474.1796875
107864.15625,107955.8046875,108195.0546875,108089.109375,108208.46875,108411.328125,108273.1953125,108332.921875
88741.2578125,88829.859375,89067.328125,88964.328125,89083.8671875,89279.0390625,89146.09375,89196.6953125
86479.890625,86568.3984375,86805.0625,86702.6015625,86821.8671875,87016.1484375,86884.0078125,86933.5390625
105357.1015625,105448.5625,105687.1015625,105581.328125,105700.8671875,105902.65625,105765.2421875,105823.7109375
110101.390625,110193.296875,110432.375,110326.0703125,110445.6953125,110649.453125,110510.609375,110571.4921875
91880.875,91969.8359375,92207.4765625,92104.4765625,92223.65625,92420.3515625,92286.421875,92338.4609375
84834.53125,84922.8671875,85159.6171875,85057.8671875,85177.046875,85370.796875,85238.9140625,85287.1953125
102181.8125,102272.734375,102510.5625,102406.3984375,102525.84375,102726.4765625,102589.5078125,102646.6328125
111517.59375,111610.21875,111848.9375,111742.8125,111862.53125,112066.6484375,111926.8125,111988.4140625
95430.1484375,95520.09375,95757.828125,95653.7578125,95773.65625,95971.6015625,95836.6875,95890.1484375
84065.2734375,84153.9609375,84390.8046875,84288.4296875,84408.1484375,84601.4453125,84469.8359375,84517.671875
98737.4921875,98828.5078125,99066.421875,98962.171875,99081.7109375,99280.734375,99144.921875,99200.265625
112062.796875,112155.9609375,112394.5,112288.375,112408.09375,112612.203125,112472.5546875,112534.2421875
99183.28125,99274.296875,99512.1171875,99407.6875,99527.40625,99726.6953125,99590.3515625,99646.046875
84253.203125,84341.71875,84578.203125,84476.1875,84595.453125,84788.9296875,84657.0546875,84705.25
