-1.5932833461641738,-1.5934306112539978,-1.5937184958823487,-1.5936334414334405,-1.5935844030608104,-1.5939712123252299,-1.5934724891609235,-1.5935646037104583
-1.5918258072090365,-1.5919736409653225,-1.592261747493671,-1.592176320030755,-1.5921269172733254,-1.5925140892298861,-1.592015610010384,-1.5921073224924374
-1.5903682682538998,-1.5905166706766471,-1.5908049991049935,-1.5907191986280693,-1.5906694314858403,-1.5910569661345422,-1.5905587308598443,-1.5906500412744164
-1.5889107292987625,-1.5890597003879723,-1.5893482507163157,-1.589262077225384,-1.589211945698355,-1.5895998430391987,-1.5891018517093047,-1.589192760056396
-1.5874531903436255,-1.5876027300992968,-1.5878915023276383,-1.5878049558226988,-1.5877544599108702,-1.588142719943855,-1.5876449725587651,-1.587735478838375
-1.5859956513884885,-1.5861457598106217,-1.5864347539389607,-1.586347834420013,-1.586296974123385,-1.5866855968485112,-1.5861880934082255,-1.5862781976203544
-1.5845381124333515,-1.5846887895219461,-1.5849780055502831,-1.5848907130173275,-1.5848394883358998,-1.5852284737531674,-1.584731214257686,-1.5848209164023337
-1.5830805734782145,-1.5832318192332708,-1.5835212571616055,-1.5834335916146425,-1.5833820025484147,-1.583771350657824,-1.5832743351071463,-1.583363635184313
-1.5816230345230775,-1.5817748489445955,-1.582064508772928,-1.581976470211957,-1.5819245167609295,-1.5823142275624802,-1.5818174559566067,-1.5819063539662923
-1.5801654955679405,-1.5803178786559202,-1.58060776038425,-1.5805193488092715,-1.5804670309734445,-1.5808571044671367,-1.5803605768060671,-1.5804490727482714
-1.5787079566128035,-1.5788609083672451,-1.5791510119955727,-1.579062227406586,-1.5790095451859594,-1.5793999813717927,-1.5789036976555275,-1.5789917915302507
-1.5772504176576665,-1.5774039380785698,-1.577694263606895,-1.5776051060039007,-1.5775520593984744,-1.577942858276449,-1.577446818504988,-1.5775345103122298
-1.5757928787025295,-1.5759469677898943,-1.5762375152182173,-1.576147984601215,-1.5760945736109893,-1.5764857351811052,-1.5759899393544483,-1.576077229094209
-1.5743353397473925,-1.5744899975012192,-1.57478076682954,-1.57469086319853,-1.574637087823504,-1.5750286120857617,-1.5745330602039085,-1.5746199478761884
-1.5728778007922555,-1.5730330272125437,-1.5733240184408621,-1.5732337417958444,-1.573179602036019,-1.573571488990418,-1.5730761810533689,-1.5731626666581675
-1.5714202618371185,-1.5715760569238686,-1.5718672700521847,-1.571776620393159,-1.5717221162485338,-1.5721143658950743,-1.5716193019028293,-1.571705385440147
-1.5699627228819815,-1.5701190866351933,-1.5704105216635071,-1.5703194989904734,-1.5702646304610488,-1.5706572427997305,-1.5701624227522897,-1.5702481042221261
-1.5685051839268445,-1.568662116346518,-1.5689537732748293,-1.568862377587788,-1.5688071446735636,-1.5692001197043868,-1.56870554360175,-1.5687908230041054
-1.5670476449717075,-1.5672051460578427,-1.5674970248861515,-1.5674052561851024,-1.5673496588860785,-1.5677429966090433,-1.5672486644512105,-1.5673335417860847
-1.5655901060165704,-1.5657481757691674,-1.5660402764974743,-1.5659481347824171,-1.5658921730985935,-1.5662858735136993,-1.5657917853006709,-1.5658762605680638
-1.5641325670614334,-1.564291205480492,-1.5645835281087968,-1.5644910133797316,-1.5644346873111084,-1.5648287504183558,-1.5643349061501313,-1.5644189793500431
-1.5626750281062964,-1.562834235191817,-1.563126779720119,-1.5630338919770463,-1.5629772015236232,-1.563371627323012,-1.5628780269995914,-1.5629616981320225
-1.5612174891511592,-1.5613772649031414,-1.5616700313314413,-1.5615767705743608,-1.561519715736138,-1.5619145042276683,-1.5614211478490518,-1.5615044169140018
-1.5597599501960224,-1.5599202946144661,-1.560213282942764,-1.5601196491716756,-1.5600622299486528,-1.5604573811323246,-1.5599642686985122,-1.560047135695981
-1.5583024112408852,-1.558463324325791,-1.5587565345540861,-1.5586625277689898,-1.558604744161168,-1.5590002580369808,-1.5585073895479726,-1.5585898544779602
-1.5568448722857484,-1.5570063540371155,-1.5572997861654088,-1.5572054063663046,-1.5571472583736827,-1.5575431349416373,-1.557050510397433,-1.5571325732599397
