Fz,C3,Cz,C4,Pz,Po7,Oz,Po8,Inst
10.726037649150662,0.43275057594512634,5.692142751964028,-0.6848935171374546,6.2374313741152,-3.222591128354902,-5.636337306304933,-5.932814380741366,g
9.45380530787161,-0.4131491167296848,4.379681178477329,-0.9603696019666849,4.8926110501737154,-3.282939583085981,-7.772294640535688,-5.623594215946342,g
8.11267691223868,-1.1222188100635784,3.1822298567375684,-1.1381940840431755,3.6803894637348877,-2.990207433889018,-8.309454951197644,-5.178416747541234,g
6.858236369444533,-1.5114843543524716,2.19863180042548,-1.2234808479503534,2.746184786762669,-2.5267172630378747,-6.116301381699012,-4.760857556100476,g
5.706360982798465,-1.5589346223687874,1.4441074806324856,-1.2863439134773647,2.102888732357608,-2.228961105809577,-1.444412768274389,-4.600370677061124,g
4.569232744360899,-1.386246839120341,0.882719769156834,-1.4287332093580738,1.6615457941295197,-2.384160307075026,4.130531056533884,-4.821933879554279,g
3.3759307560368486,-1.131252236618598,0.4963594797312334,-1.7182299847554865,1.3379218721780064,-3.0629198176050467,8.62697823031855,-5.34927002321028,g
2.161864413761662,-0.8463287773477548,0.31219421435064587,-2.13143914791079,1.1294969574264446,-4.116476681088992,10.735833787912586,-5.962679405788204,g
1.0458094157790878,-0.5217852419051789,0.35066999347054845,-2.5561486780019456,1.0874222952680805,-5.305028816766587,10.417645118714812,-6.455642817172418,g
0.12934658455594325,-0.18975478731864032,0.5485779934827868,-2.8683859533077696,1.2189055569461806,-6.445333805039671,8.69435401649683,-6.763432080565612,g
-0.5767720184774412,0.019552747398093918,0.7463398095597154,-3.034004935484195,1.4247309123625986,-7.4953040364840815,6.778083828865499,-6.970220884957041,g
-1.135441079275972,-0.05995934183980063,0.7684695525051912,-3.143256670028639,1.5388932962774304,-8.535234317033298,5.191627466537396,-7.193701225041427,g
-1.600193737241614,-0.497264483966644,0.5423691562493262,-3.331645843284312,1.4452768525770618,-9.649740559762758,3.5766056811433193,-7.437276850937893,g
-1.9388419534656456,-1.1716739252957962,0.1697529233332657,-3.644668100580522,1.1847986474295893,-10.794880595211561,1.2300379896449463,-7.531972393173514,g
-2.0217804717993824,-1.8032937136707587,-0.10318968846932645,-3.962955404697271,0.9704774886912995,-11.773220945612337,-2.23634842708465,-7.2257225852388585,g
-1.685448328527632,-2.0973275489680385,-0.0048552932818411556,-4.054566686041827,1.0886133632188566,-12.343800879936989,-6.616633696755993,-6.354407314020435,g
-0.8291577969069757,-1.9001100731239435,0.6289849036454159,-3.7150143535193094,1.7472605901896436,-12.35741021029252,-11.184704807551306,-4.95856261551379,g
0.5229917361083503,-1.249330456394035,1.7966571400338616,-2.893626939347706,2.975827822424944,-11.806247403215524,-14.924386604277718,-3.2636285947665393,g
2.23472979991893,-0.29426369879084546,3.371093605632725,-1.7274666372980385,4.634734103012505,-10.795088884938266,-16.893131943996003,-1.5611540192294042,g
4.119452145507583,0.8194849349536735,5.178967728617077,-0.4750286088430767,6.499651273925205,-9.500132440860838,-16.65780215320661,-0.0945685668513196,g
5.992676476867452,1.9894725434395284,7.041218872940914,0.5954779029481004,8.338149113137325,-8.13044653364639,-14.517373631024594,0.9787404874825061,g
7.686970790025997,3.108060608177132,8.76147834556585,1.2915352180305397,9.935919269685888,-6.873587164873212,-11.327316895020783,1.5551798959978023,g
9.046112907085533,4.008375490246498,10.109430452137765,1.5182745145547032,11.091793119912229,-5.848954039739153,-8.10943529408866,1.5435633193726317,g
9.920739196257221,4.477235132243072,10.83953804249495,1.2542671026710668,11.616866924605104,-5.108855239581614,-5.713817437115533,0.874489162160194,g
10.17133222087355,4.330038182634505,10.743054235957015,0.5228523313880158,11.353032006190126,-4.66963844158626,-4.567176931437187,-0.434261573028341,g
9.685441537078527,3.491072076176317,9.709914268007484,-0.6213057200135687,10.211189540870729,-4.524480702371298,-4.500784626407028,-2.21858289411309,g
8.420073340514717,2.028589296181201,7.778107313706885,-2.100671418321461,8.219909792975766,-4.6409475345470215,-4.838878029092823,-4.189405092255178,g
4.02934400895379,-1.9650798209599785,2.157620583450446,-5.679536708688427,2.547670190436322,-5.527751796367149,-4.23609077192484,-7.537387510678859,g
1.5002570608996115,-4.00114164388743,-0.7844113504405124,-7.4958410149249985,-0.40126968280504105,-6.27015851868609,-3.3731342994895868,-8.569822065169074,g
-0.7124783078091992,-5.719299850665527,-3.246513192500072,-9.011125649130795,-2.8500758320623487,-7.137721180417223,-3.061558822823293,-9.06389455923367,g
-0.7124783078091992,-5.719299850665527,-3.246513192500072,-9.011125649130795,-2.850075832062349,-7.137721180417225,-3.0615588228232937,-9.06389455923367,g
-2.2359408226140682,-6.846914567590604,-4.840890985115104,-9.904960020955897,-4.406428912382147,-7.966450909057967,-4.1539157519550125,-8.948580788675573,g
-2.855526705246555,-7.15234662430646,-5.313313688088552,-9.919177392538355,-4.818233476195457,-8.535286263606181,-7.058391987406553,-8.177583228952098,g
-2.5974957543600494,-6.559066774008592,-4.644869302057667,-9.006613950681711,-4.071644755125738,-8.646035139331486,-11.29109281289566,-6.80976861933638,g
-1.7197311982270989,-5.228549420090918,-3.0884164958593487,-7.4014696017304376,-2.424525536536323,-8.201493739520574,-15.464985906021232,-5.06273650704204,g
-0.59403035791298,-3.518575887801665,-1.0817960674600429,-5.543579414624013,-0.323034327015737,-7.257876762768814,-18.003414747330194,-3.2701902507553178,g
0.45431987452157846,-1.8229186683925,0.9278820227403974,-3.8864981558007394,1.7684623679782034,-6.01672678999973,-18.178781173325106,-1.7486172390074333,g
1.2540720039461841,-0.39344386622125976,2.64633257955188,-2.702164020728523,3.5312761637585695,-4.722381626344194,-16.600182745045032,-0.6585565137365152,g
1.7954996713256919,0.7430365531872573,3.9927163853343672,-2.001707449658683,4.866393897341149,-3.5136742763437296,-14.713373750212446,0.03575567089459834,g
2.154544232968451,1.7217765412169528,5.036199031136657,-1.6140948961447819,5.848165340357118,-2.3580766457393585,-13.753550854038153,0.4779357434382666,g
2.384745582793223,2.6710642600003887,5.855216987510446,-1.3548482119496548,6.589157806558349,-1.134549243691176,-13.943435906721964,0.7827725263101714,g
2.4444764827013867,3.558942752267884,6.418905920082056,-1.1591838922606184,7.105663386325434,0.21966164793006016,-14.402770173953249,0.9700982279183845,g
2.219051738229254,4.184348213803542,6.589221485590204,-1.0925794684190369,7.289403431063138,1.6321880268482694,-13.765557986601138,1.008969284199323,g
1.6322521911927665,4.330552600365012,6.252145639584778,-1.2507494425737322,7.01686907519983,2.9270681929893576,-11.144975172153936,0.9025860691688653,g
0.7531208389770837,3.9481237011870705,5.462410167591481,-1.640044711543257,6.301893672054222,3.9101112220305927,-6.8051033401724315,0.7204869935632854,g
-0.20679987130546468,3.2005318231226703,4.458124906685695,-2.1365124741522896,5.345383078406479,4.45090652048758,-1.9752769007975395,0.5531531924251107,g
-1.0131192541254304,2.336155688275718,3.5162728370435063,-2.5599777040242397,4.424736186247953,4.526064517335088,2.062681478906403,0.43841343737249483,g
-1.5501966437626666,1.5091986708157614,2.7640158322602435,-2.809099528734434,3.7075041028666504,4.194059666388101,4.763869431909233,0.3263645323040232,g
-1.8863157927690684,0.6992434136850244,2.093032288575059,-2.9470819813770204,3.132672423937914,3.5156855700656093,6.313440898343226,0.11567695641466118,g
-2.2352592243269545,-0.22624168865735936,1.2339170849587038,-3.1597353423195402,2.4439546109819106,2.502148401523077,7.061161639189862,-0.2611034976463301,g
-2.8455106461809896,-1.3762598806421618,-0.06657034108830961,-3.6138734752607022,1.3525082202113807,1.152565989626977,7.114066282327205,-0.7692968221049474,g
-3.8695186742603354,-2.731748140715164,-1.880061754513573,-4.329993508425003,-0.273744069932982,-0.47031648407000776,6.367105213711266,-1.277607181521455,g
-5.275215500325984,-4.136592840206082,-4.042230837762074,-5.16520678891217,-2.313862386114632,-2.2249009690463066,4.694091435143341,-1.6264098853593247,g
-6.852132755898151,-5.37664058924184,-6.236239310068712,-5.903839719198455,-4.451457044065364,-3.944398637757743,2.0499054649043016,-1.6913527421741257,g
-8.310956820725867,-6.279340709387941,-8.150199417570317,-6.373598288387025,-6.340935796235496,-5.481509838751717,-1.486151943249598,-1.399848166997229,g
-9.412632920748258,-6.765381940070941,-9.603147331716357,-6.507534631124043,-7.766462386319832,-6.708071965202156,-5.681815534210936,-0.7284505363056999,g
-10.05505466942206,-6.844534451856939,-10.577755485300989,-6.333938211043692,-8.704227302804885,-7.514041049314118,-10.177018622250822,0.2754059405479828,g
-10.28999334974649,-6.599538059251493,-11.177547591122165,-5.935334982227445,-9.284740940454379,-7.836784696619668,-14.520979517715682,1.462178654065934,g
-10.27995197845284,-6.180373509217727,-11.560475821949579,-5.427455262648463,-9.706609368385397,-7.688260937646101,-18.174823430691326,2.5986930990042323,g
-10.213948236116696,-5.7792475518211335,-11.880079368901832,-4.965529171326542,-10.149571498889348,-7.148747424296327,-20.61841683658131,3.460720222716057,g
-10.217086424732846,-5.564677174685257,-12.245986865603701,-4.735095500872874,-10.71799724768434,-6.342218314945407,-21.647950776637664,3.949190777483005,g
-10.311523849259949,-5.616512009542754,-12.718454269453517,-4.891331412094526,-11.438831856224004,-5.411743699767162,-21.553835352755947,4.141642090396177,g
-10.463656083011124,-5.924882578303267,-13.33986893336207,-5.4788734159677475,-12.311754626714128,-4.490071370969,-20.80813941862955,4.22160069533067,g
-10.67553108749017,-6.452171048913877,-14.167558706461483,-6.410228781500194,-13.362109421006448,-3.677025719574909,-19.5099114743031,4.3152793515230865,g
-11.026676785980332,-7.184483704680273,-15.256768145669849,-7.531576663637812,-14.633633835658921,-3.0533647382811386,-17.3034097573262,4.358868548171904,g
-11.614275781844109,-8.107851413450152,-16.587244755509772,-8.708693941161574,-16.111511747015914,-2.7115904682803267,-13.977928095224314,4.131776978269146,g
-12.43837791268187,-9.127954336326118,-17.99280121127251,-9.846513103054487,-17.64043718890957,-2.7349292782979764,-10.073596743415901,3.463241436285281,g
-13.337227680444371,-10.024911352460924,-19.171445420333065,-10.844284035607142,-18.92334510394482,-3.1163793804011606,-6.764861077145167,2.4412558395398145,g
-14.044015830529764,-10.52127680516795,-19.801664200959593,-11.571340723223097,-19.63223283098106,-3.7147210553981993,-5.105976473162192,1.4172036044560419,g
-14.339415713948924,-10.440760426819725,-19.705143672420924,-11.918904768785797,-19.572950029902735,-4.324360908538614,-5.328394567939172,0.7771618976715559,g
-14.189349797203864,-9.83136655180941,-18.942622212200906,-11.882408881624361,-18.788201241327187,-4.79898052825757,-6.719807231205351,0.6716868094910422,g
-13.757759788099,-8.931066492533784,-17.76315015210654,-11.583280479833558,-17.51449857214994,-5.106595828841783,-8.135305656798513,0.9344590869258227,g
-13.283686734341966,-7.989377911783403,-16.44137621298966,-11.196370072218963,-16.024550213797067,-5.283133619773888,-8.822719709162278,1.2491263400512476,g
