77810.1796875,77896.90625,78131.5078125,78031.4609375,78150.5546875,78341.171875,78210.8125,78254.7109375,0.37841796875,-0.815673828125,0.479248046875,-0.6103515028953552,0.5187987685203552,0.4272460639476776,80.0,1251.0,1.0,g,g,g,1
77886.625,77973.4375,78207.7734375,78107.90625,78226.546875,78417.34375,78286.8125,78330.9765625,0.378662109375,-0.815185546875,0.48046875,-0.7629393935203552,0.3967284858226776,0.3967284858226776,80.0,1252.0,1.0,g,g,g,0
77930.34375,78016.796875,78251.40625,78151.625,78269.9140625,78460.8828125,78330.6171875,78374.6953125,0.37890625,-0.814697265625,0.4814453125,-0.6713866591453552,0.4882812201976776,0.3662109076976776,80.0,1253.0,1.0,g,g,g,0
77952.9609375,78039.328125,78274.1171875,78174.15625,78292.625,78483.328125,78353.2421875,78397.3203125,0.3779296875,-0.816650390625,0.478271484375,-0.6713866591453552,0.4577636420726776,0.3356933295726776,80.0,1254.0,1.0,g,g,g,0
78004.640625,78091.3671875,78325.7890625,78225.65625,78344.5703125,78535.359375,78405.09375,78448.9921875,0.37939453125,-0.815673828125,0.478271484375,-0.7324218153953552,0.4577636420726776,0.2746581733226776,80.0,1255.0,1.0,g,g,g,0
78082.6015625,78169.328125,78403.484375,78303.7109375,78422.2578125,78613.234375,78483.328125,78526.8671875,0.37841796875,-0.815673828125,0.480224609375,-0.7324218153953552,0.4272460639476776,0.2746581733226776,80.0,1256.0,1.0,g,g,g,0
78134.640625,78221.09375,78455.25,78355.4765625,78473.9375,78665.0,78534.9140625,78578.6328125,0.378662109375,-0.81494140625,0.47802734375,-0.7324218153953552,0.4577636420726776,0.3356933295726776,80.0,1257.0,1.0,g,g,g,0
78156.453125,78243.265625,78477.25,78377.6484375,78496.2890625,78687.4453125,78556.640625,78600.8046875,0.3798828125,-0.815185546875,0.480712890625,-0.7019042372703552,0.3967284858226776,0.3356933295726776,80.0,1258.0,1.0,g,g,g,0
78199.4609375,78286.1875,78520.34375,78420.921875,78539.5625,78730.359375,78599.8203125,78644.078125,0.3798828125,-0.816162109375,0.478271484375,-0.7019042372703552,0.4577636420726776,0.3662109076976776,80.0,1259.0,1.0,g,g,g,0
78276.078125,78362.4453125,78596.515625,78497.1875,78615.9140625,78806.7109375,78675.8203125,78720.4375,0.3818359375,-0.815673828125,0.478515625,-0.7324218153953552,0.4882812201976776,0.4272460639476776,80.0,1260.0,1.0,g,g,g,0
78334.109375,78420.7421875,78654.71875,78555.390625,78673.9453125,78864.9140625,78734.203125,78778.28125,0.38134765625,-0.817626953125,0.480224609375,-0.8544921278953552,0.5187987685203552,0.3662109076976776,80.0,1261.0,1.0,g,g,g,0
78358.875,78445.5078125,78679.3046875,78579.8828125,78698.6171875,78889.5,78758.875,78802.78125,0.37939453125,-0.817138671875,0.481689453125,-0.7629393935203552,0.4882812201976776,0.4272460639476776,80.0,1262.0,1.0,g,g,g,0
78396.9609375,78483.953125,78718.0234375,78618.0625,78736.8828125,78927.859375,78797.234375,78841.3984375,0.379638671875,-0.818115234375,0.48193359375,-0.6713866591453552,0.4577636420726776,0.3356933295726776,80.0,1263.0,1.0,g,g,g,0
78470.453125,78557.625,78791.6875,78691.46875,78810.2890625,79001.2578125,78870.640625,78914.890625,0.380859375,-0.81787109375,0.481201171875,-0.7019042372703552,0.5187987685203552,0.3356933295726776,80.0,1264.0,1.0,g,g,g,0
78535.2734375,78622.4453125,78856.2421875,78756.375,78875.109375,79065.8125,78935.4609375,78979.359375,0.38134765625,-0.816162109375,0.47900390625,-0.7629393935203552,0.4577636420726776,0.3051757514476776,80.0,1265.0,1.0,g,g,g,0
78563.34375,78650.515625,78884.5859375,78784.5390625,78903.1796875,79093.9765625,78963.890625,79007.875,0.37939453125,-0.813720703125,0.479248046875,-0.7324218153953552,0.4577636420726776,0.3051757514476776,80.0,1266.0,1.0,g,g,g,0
