Fz,C3,Cz,C4,Pz,Po7,Oz,Po8,Inst
-6.175391929285004,-5.066567099978945,-6.4743857211457065,-7.220590235407322,0.638714913654108,4.390858610602757,5.863683117408831,3.408760814933097,g
-6.175391929285004,-5.066567099978945,-6.4743857211457065,-7.220590235407322,0.638714913654108,4.390858610602757,5.863683117408831,3.408760814933097,g
-6.175391929285004,-5.066567099978945,-6.4743857211457065,-7.220590235407322,0.638714913654108,4.390858610602757,5.863683117408831,3.408760814933097,g
-6.175391929285004,-5.066567099978945,-6.4743857211457065,-7.220590235407322,0.6387149136541082,4.390858610602757,5.863683117408831,3.408760814933097,g
-6.175391929285004,-5.066567099978945,-6.4743857211457065,-7.2205902354073235,0.6387149136541082,4.390858610602757,5.863683117408832,3.408760814933097,g
-6.175391929285004,-5.066567099978945,-6.4743857211457065,-7.2205902354073235,0.6387149136541082,4.390858610602757,5.863683117408832,3.408760814933097,g
-7.249045969035494,-6.234206714607496,-7.1042365154555025,-7.831245223182725,0.7016953554970087,4.980385898021388,6.433305818422113,3.7562704782369174,g
-7.72240100665493,-6.654837046910619,-7.362129351192981,-8.05095683700544,0.9409987113291308,5.634130815478253,6.904331936652673,3.977964478867546,g
-7.802861649946545,-6.620781351784528,-7.357215547729479,-8.023195673433461,1.2490354537774755,6.28701912161573,7.285152007825088,4.085541716438273,g
-7.683176879856023,-6.475178398823282,-7.1862085205893305,-7.903533864757035,1.5280577970639906,6.885649485678615,7.591322579894329,4.150406832760151,g
-7.461587472257955,-6.410727839145672,-6.918500453527022,-7.80229758053501,1.702333098265591,7.385147281411503,7.784924026094305,4.217082397931775,g
-7.171689812427127,-6.436020168256451,-6.612393378732412,-7.763088512268185,1.7191321808294042,7.7538561395537595,7.778123178034326,4.261047205943106,g
-6.858207834663513,-6.482283805907237,-6.330827543179553,-7.782862322528908,1.553268203319215,7.980277226276965,7.4992694703559195,4.213718624413249,g
