Fz,C3,Cz,C4,Pz,Po7,Oz,Po8,Inst
-17.94631007787923,-3.0353059017214075,-4.578893955325479,-1.0345863667370245,0.8241729956491153,3.9225808005262777,4.913579788428531,4.444780973403872,g
-17.87703681341397,-3.3926057015008424,-4.6757278929659725,-0.8960519136314519,0.7058581522475659,3.335102378912532,4.47300264962856,4.012632465168447,g
-17.703837195914623,-3.75158604829726,-4.706868392857551,-0.8309599152798561,0.6644391523951831,2.6539341064707482,4.026481241878113,3.4262716195323906,g
-17.632513042478415,-4.158489987944319,-4.817248135576714,-0.9246676113409752,0.5767947169441273,1.8442594218147068,3.5009498588432955,2.6021079947298675,g
-17.80490268063284,-4.662866627616447,-5.120393474294403,-1.223798075552513,0.33656277391826583,0.8707836151696661,2.8686908028233993,1.5329768972869342,g
-18.208689651900748,-5.27429672142518,-5.6328493786661635,-1.7119310611302496,-0.07537257563185648,-0.23647061152624865,2.1965495080120263,0.3451637031515686,g
-18.698043708753595,-5.947030270437634,-6.272023970329942,-2.3144127443868503,-0.5960679652886807,-1.3761038065111368,1.596467995122446,-0.7485220627961133,g
-19.10247445168236,-6.607411724056211,-6.912756633939516,-2.934402468761945,-1.1464139086705616,-2.426749165583503,1.1310240167743155,-1.5696701139508011,g
-19.31849020111506,-7.178516274467539,-7.449063790314328,-3.49356370108429,-1.687912900877117,-3.3074966965942956,0.7646303700880087,-2.073511431379876,g
-19.32441470140999,-7.590309546794451,-7.825224298965189,-3.953042697271576,-2.22981790891565,-4.005303588699675,0.39529573883937835,-2.3512915244833805,g
-19.149035172484712,-7.812844821004933,-8.04271675377662,-4.312889796652849,-2.8056683422894912,-4.562052123140509,-0.07587759531934508,-2.5435345106292298,g
-18.840418529328115,-7.903457377709183,-8.1559067135114,-4.599697906443639,-3.452791145583795,-5.040058914775386,-0.7007902050576226,-2.740485782656192,g
-18.446337676919956,-7.997953525605311,-8.253881290467227,-4.851351364561726,-4.204011333055192,-5.491027921497304,-1.4884104398671398,-2.946275348436714,g
-18.010559282873448,-8.229343256070669,-8.429446213093737,-5.10710221584308,-5.084468248263097,-5.943320753224338,-2.4305078652272885,-3.123258166005782,g
-17.591309365256897,-8.653169512472553,-8.74863989141764,-5.405205969029462,-6.105194309576409,-6.403665068021676,-3.5099309306391704,-3.2653351186065542,g
-17.275905456164452,-9.24158787880694,-9.22921250622402,-5.777439891831085,-7.245766421547529,-6.8592796205643465,-4.678142836792681,-3.4289813714464685,g
-17.15159591992702,-9.917565646074399,-9.831913771324846,-6.233180288859089,-8.432470964842896,-7.278271884657984,-5.828612245510114,-3.694557623862957,g
-17.249927262682633,-10.588210451713598,-10.479536057495132,-6.749439438939575,-9.544109534503145,-7.622837753696577,-6.810289985310296,-4.097578575621428,g
-17.531337571954403,-11.188608762232697,-11.10960956392764,-7.2874231834971415,-10.468184515557725,-7.8801505776919925,-7.494766256924613,-4.595253970360001,g
-17.92615455343633,-11.73144532422412,-11.721101331059371,-7.822332255114342,-11.171198913069285,-8.086410648323223,-7.852413162206678,-5.096063194813299,g
-18.36976342634482,-12.296838103791918,-12.358627721511683,-8.34962424937898,-11.712087874226166,-8.314210965259171,-7.970155915283421,-5.5232174113868,g
-18.792162827631152,-12.939544509356239,-13.041071918280423,-8.860516241212897,-12.180971735137543,-8.628593443047032,-7.990980642929891,-5.862084729088236,g
-19.106455812565752,-13.611644994631295,-13.714918246668358,-9.32377954824623,-12.628064479884172,-9.051949331664147,-8.026625978266992,-6.164975336084694,g
