-119.24269104003906,-156.5755157470703,-175.54135131835938,-80.6010971069336,-68.71146392822266,-214.4137725830078,-184.85606384277344,-195.91339111328125,-186.41098022460938,-145.8861846923828,-144.97120666503906,-150.56309509277344,-63.806007385253906,-78.02503967285156,-140.97259521484375,-266.5325927734375,0.0,0,O,M,O
-834.0883178710938,-1148.1038818359375,-1294.62744140625,-571.2227783203125,-520.6542358398438,-1502.3759765625,-1269.625244140625,-1281.0205078125,-1254.91357421875,-1063.4906005859375,-1059.7877197265625,-1042.244873046875,-486.2059631347656,-671.7035522460938,-929.443603515625,-1865.0242919921875,0.0,0,O,M,O
-2801.427734375,-4047.194580078125,-4591.58251953125,-1945.9920654296875,-1896.279052734375,-5053.83349609375,-4176.90478515625,-3971.4345703125,-4033.87109375,-3728.186767578125,-3726.5380859375,-3459.39794921875,-1778.967041015625,-2716.456298828125,-2913.340087890625,-6264.0478515625,0.0,0,O,M,O
-6246.20849609375,-9449.8974609375,-10785.7265625,-4402.0078125,-4566.1435546875,-11278.58203125,-9108.138671875,-8090.0439453125,-8576.8837890625,-8661.39453125,-8687.0087890625,-7615.1826171875,-4297.0712890625,-7098.8388671875,-6018.47265625,-13957.7958984375,0.0,0,O,M,O
-10764.89453125,-16948.556640625,-19446.951171875,-7688.2392578125,-8409.5908203125,-19436.736328125,-15359.2275390625,-12708.8818359375,-14108.216796875,-15465.71484375,-15568.2578125,-12959.1923828125,-7927.248046875,-13875.96875,-9607.72265625,-24023.7890625,0.0,0,O,M,O
-15562.7314453125,-25294.40625,-29139.515625,-11239.7041015625,-12811.5302734375,-28075.87109375,-21783.107421875,-16870.40234375,-19572.0390625,-22988.837890625,-23224.833984375,-18524.517578125,-12086.8720703125,-22026.140625,-12957.732421875,-34676.4609375,0.0,0,O,M,O
-19643.794921875,-32729.375,-37804.23828125,-14313.4306640625,-16822.314453125,-35397.8984375,-27067.478515625,-19797.572265625,-23875.890625,-29632.24609375,-30033.73828125,-23163.6640625,-15882.2431640625,-29757.412109375,-15415.423828125,-43712.30078125,0.0,0,O,M,O
-22149.650390625,-37615.3515625,-43516.05078125,-16247.9755859375,-19525.958984375,-39867.2109375,-30148.169921875,-21040.53515625,-26202.66015625,-33934.19140625,-34488.64453125,-25923.783203125,-18449.505859375,-35241.546875,-16559.275390625,-49244.48828125,0.0,0,O,M,O
-22806.42578125,-39236.89453125,-45430.69921875,-16804.20703125,-20492.716796875,-41000.4609375,-30772.623046875,-20758.783203125,-26464.142578125,-35294.34375,-35950.203125,-26547.08984375,-19374.8984375,-37470.58984375,-16457.931640625,-50671.24609375,0.0,0,O,M,O
-22017.541015625,-38093.2890625,-44118.91796875,-16252.904296875,-19946.740234375,-39534.46484375,-29577.62890625,-19634.720703125,-25308.88671875,-34204.24609375,-34893.10546875,-25553.1171875,-18862.494140625,-36673.59765625,-15616.2412109375,-48889.59765625,0.0,0,O,M,O
