338259.15625,337932.71875,359325.15625,361815.65625,329133.84375,356757.375,318930.0,323565.84375,0.048095703125,0.989013671875,-0.164794921875,0.0610351525247097,0.5187987685203552,-0.3051757514476776,86.66667175292969,23751.0,1.0,G,G,G,G
338266.21875,337937.84375,359329.0,361822.09375,329135.25,356758.71875,318973.1875,323567.34375,0.050048828125,0.992431640625,-0.166259765625,-0.0610351525247097,0.6103515028953552,-0.3356933295726776,86.66667175292969,23752.0,1.0,G,G,G,G
338269.71875,337936.3125,359330.3125,361816.09375,329131.5,356755.125,318978.90625,323561.71875,0.04931640625,0.994873046875,-0.165283203125,-0.0610351525247097,0.5798339247703552,-0.3662109076976776,86.66667175292969,23753.0,1.0,G,G,G,G
338274.53125,337933.8125,359334.34375,361817.90625,329131.25,356755.84375,318936.875,323561.8125,0.05126953125,0.997802734375,-0.1669921875,-0.2746581733226776,0.6103515028953552,-0.3662109076976776,86.66667175292969,23754.0,1.0,G,G,G,G
338270.78125,337933.28125,359332.03125,361819.6875,329129.71875,356758.09375,318920.6875,323565.03125,0.052734375,0.998291015625,-0.166259765625,-0.4577636420726776,0.6408690810203552,-0.3356933295726776,86.66667175292969,23755.0,1.0,G,G,G,G
338271.125,337943.46875,359334.8125,361827.1875,329136.25,356766.5,318963.34375,323574.34375,0.052978515625,0.9990234375,-0.163818359375,-0.6408690810203552,0.6103515028953552,-0.3051757514476776,86.66667175292969,23756.0,1.0,G,G,G,G
338274.28125,337949.1875,359339.71875,361826.3125,329142.40625,356770.59375,318990.625,323578.71875,0.052001953125,0.999267578125,-0.16357421875,-0.9155272841453552,0.6408690810203552,-0.2746581733226776,86.66667175292969,23757.0,1.0,G,G,G,G
338269.78125,337945.6875,359335.59375,361816.75,329135.25,356762.125,318949.03125,323568.875,0.051513671875,0.99853515625,-0.16259765625,-0.9765624403953552,0.6713866591453552,-0.2441406100988388,86.66667175292969,23758.0,1.0,G,G,G,G
338268.90625,337946.40625,359334.25,361820.125,329134.09375,356762.65625,318919.90625,323567.53125,0.050048828125,0.997314453125,-0.165771484375,-1.1596678495407104,0.7324218153953552,-0.1525878757238388,86.66667175292969,23759.0,1.0,G,G,G,G
338261.84375,337937.75,359326.125,361816.5625,329128.90625,356758.4375,318944.46875,323563.96875,0.0498046875,0.99462890625,-0.166015625,-1.2512205839157104,0.8239745497703552,-0.1220703050494194,86.66667175292969,23760.0,1.0,G,G,G,G
338265.6875,337935.5,359326.21875,361812.09375,329126.15625,356757.46875,318973.71875,323562.0,0.04833984375,0.994140625,-0.16845703125,-1.4343260526657104,0.8850097060203552,-0.1220703050494194,86.66667175292969,23761.0,1.0,G,G,G,G
338272.75,337937.90625,359332.21875,361805.46875,329128.8125,356759.6875,318950.375,323562.0,0.047119140625,0.991943359375,-0.165771484375,-1.5563963651657104,0.7629393935203552,-0.0915527269244194,86.66667175292969,23762.0,1.0,G,G,G,G
338289.28125,337955.25,359348.21875,361821.84375,329144.90625,356775.25,318931.34375,323576.21875,0.0478515625,0.9892578125,-0.165283203125,-1.6174315214157104,0.7629393935203552,-0.0915527269244194,86.66667175292969,23763.0,1.0,G,G,G,G
338283.375,337951.96875,359342.5,361824.78125,329141.875,356777.59375,318952.875,323577.375,0.04638671875,0.988525390625,-0.16552734375,-1.6784666776657104,0.6713866591453552,0.03051757626235485,86.66667175292969,23764.0,1.0,G,G,G,G
338283.46875,337951.25,359341.78125,361822.8125,329140.8125,356779.71875,318994.8125,323578.25,0.04345703125,0.987548828125,-0.164306640625,-1.6174315214157104,0.7019042372703552,-0.03051757626235485,86.66667175292969,23765.0,1.0,G,G,G,G
338282.9375,337944.96875,359340.96875,361816.09375,329135.875,356772.65625,318967.8125,323572.375,0.04345703125,0.987548828125,-0.1640625,-1.7700194120407104,0.6103515028953552,-0.03051757626235485,86.66667175292969,23766.0,1.0,G,G,G,G
338289.75,337952.40625,359349.1875,361822.09375,329141.96875,356776.59375,318929.53125,323576.21875,0.042236328125,0.98828125,-0.166259765625,-1.7089842557907104,0.4272460639476776,-0.03051757626235485,86.66667175292969,23767.0,1.0,G,G,G,G
338288.03125,337950.15625,359348.3125,361826.21875,329144.90625,356774.90625,318941.78125,323578.09375,0.0419921875,0.986328125,-0.163818359375,-1.7089842557907104,0.2746581733226776,-0.03051757626235485,86.66667175292969,23768.0,1.0,G,G,G,G
338287.9375,337953.65625,359347.5,361827.90625,329145.90625,356771.6875,318980.6875,323579.15625,0.040771484375,0.985595703125,-0.1630859375,-1.7700194120407104,0.2441406100988388,-0.0610351525247097,86.66667175292969,23769.0,1.0,G,G,G,G
