Fz,FC1,FC2,C3,Cz,C4,CPz,Pz,Inst
5.519168840642286,-7.658839459485291,-1.3868823849846588,-1.94728990775853,-9.411755103973272,10.452432341667901,-10.893762473173611,-8.555550140061952,g
7.456597618612013,-6.989311928003888,0.2654385061816525,-0.7567102777671688,-8.668406544271479,10.735593424449366,-10.135088468937926,-8.185570635211455,g
8.647926167129558,-5.878222817190183,1.794940624326219,0.26924672721048565,-7.330614494881418,11.654556038354343,-8.672053781749723,-6.926544558113745,g
9.20891352425898,-4.1868692584068565,3.21204994875306,1.1243639050049985,-5.602205707440447,10.346270597697352,-6.638942887163514,-4.981305838392314,g
9.41075810886003,-1.7173118963809402,4.600240400753133,1.8641676426155236,-3.280604760530932,9.267051211355502,-4.196450196705713,-2.554113009145653,g
9.529084787850579,1.45521808129564,6.014804683193505,2.5464926168796205,-0.1829882521024258,8.558300995413372,-1.5179715924174357,0.1993473594025655,g
9.73324135364334,2.5607419793693476,7.445754099042318,3.1768778900327073,3.4760744010823843,8.23223121418194,1.2226862858215282,3.123256677676553,g
10.057520422758191,3.9249193652096537,8.831003472700012,3.682366701605963,7.331288513915823,8.173026806678298,3.8552403700414466,5.979389237839444,g
10.429476345896836,5.4692222713447665,10.047006675418833,3.9265243060298816,11.164720555892,8.169454737496118,6.1821391010414946,8.426907622988743,g
10.726115118366689,6.93032891967559,10.898599506362036,3.7730452861721786,14.673062948803144,7.952189106561635,7.9511303304481,10.096444590201823,g
10.834979386973114,10.245273124151792,11.180527624977856,3.1742438741920735,17.22903259782636,7.2420246753872775,8.91060553162038,10.722106032582607,g
10.68560848101588,12.609330182326813,10.778530480849128,2.222689385089679,18.266608245333913,8.43053790311873,8.936558791023739,10.263575698684729,g
10.237196161335131,13.865223708391934,9.702889956265977,1.116755585362167,17.778882637530458,8.286942175725233,8.106207760458066,8.93509839944463,g
9.465759686815142,13.85559527480485,8.045084194021717,0.05974834333594039,16.1414012580427,9.705937104175105,6.6346934899145396,7.086519866142886,g
8.399249182283494,12.42167801040336,5.951390509562224,-0.8324818189787218,13.609145736801333,10.384618265465798,4.741389901352035,4.992755087904027,g
7.168004948825759,9.721334498703204,3.6372002018513476,-1.5562819499371798,10.328806038176179,10.338798479793727,2.565022004033055,2.712263302311431,g
5.984203945179411,8.775946025037769,1.3578715145215103,-2.1774105522004343,6.69063715077715,9.655477240517385,0.16014196513151635,0.12941374114921925,g
5.034334349369821,7.577222231759102,-0.6885125289905052,-2.759171842975077,3.219739881041808,8.467115222982436,-2.4611628213240833,-2.867876526955514,g
4.378342842388512,6.262385101277253,-2.421940624479899,-3.3005907804687036,0.11200730006776674,6.919220308062821,-5.259286587281002,-4.38274995539517,g
3.9505478256353497,4.813752306296995,-3.8284075288956734,-3.7127991221199266,-2.757074626015739,5.195670852282303,-6.18491480604237,-5.482926494676596,g
