Fz,FC1,FC2,C3,Cz,C4,CPz,Pz
-17.807736754691735,-13.708377356140122,-16.23030370499324,-11.9083358034805,-15.324787589529436,-14.182691135050296,-11.289665835717496,-13.192351863927382
-17.2357267926423,-14.10032146825031,-16.431831162545294,-11.207604333241257,-15.038148331247095,-14.99788290507821,-10.665985652109637,-11.291526621710464
-16.490362699646504,-14.37762880701924,-16.22468992466192,-10.327626562220932,-14.771281071915492,-15.089091028740365,-9.450152471291537,-9.012248509876796
-16.008217553125146,-14.837288966048828,-16.041212058003843,-9.625729694888488,-15.01830130335406,-15.054870394159067,-8.092486738129821,-6.818612895807104
-16.266391923049035,-15.583466036552746,-16.309893932420135,-9.483391462828008,-15.602751195872594,-15.452928212748276,-7.051445291953868,-5.14354233737978
-17.421110188665907,-16.614230624877788,-17.142693012571794,-10.02697145711348,-16.246618380059516,-16.433249780283298,-6.532478020381733,-4.174342782670753
-19.129672373631468,-17.696294723670558,-18.19583359058464,-11.00203515578058,-17.040422546975527,-17.62084413088855,-6.365913252906131,-3.793418473782273
-20.70965845750448,-18.21311398243188,-18.83260455696717,-11.91288669207411,-17.94606091901867,-18.336800612647814,-6.098056068060453,-3.688634131966033
-21.53895907529789,-17.519482293227433,-18.528928154316574,-12.328468338118876,-18.37831070060353,-18.03803169929703,-5.282263185254247,-3.554338574260228
-21.400839791570263,-15.542339147510356,-17.21375035082278,-12.122250271999546,-17.831017548835877,-16.65876931942023,-3.786777309792297,-3.2647313248005654
-20.522721378041403,-12.812340456282548,-15.244881825719768,-11.474946430300628,-16.57310624720707,-14.589793280139238,-1.861993028052987,-2.9024587366088697
-19.312577613856117,-9.885170939509353,-13.063140888859127,-10.659882683945508,-15.219290748865614,-12.34643952033657,0.0940125005425859,-2.6099559644320243
-18.02597597039162,-6.955275307057138,-10.861585939271793,-9.78815913061286,-13.891465902700398,-10.226043473543486,1.8485091356610772,-2.383581735630953
-16.615846230329502,-4.002327158786931,-8.526628519890178,-8.707939792220241,-12.271543571726928,-8.195451489579947,3.4631499181800107,-1.9976955209883336
-14.853600010474702,-0.9786645398455874,-5.825780067105473,-7.135771099326516,-10.17977090362065,-6.02431347628813,5.185684106473429,-1.1277900086428012
-12.612981543382272,2.218154389666555,-2.674220834901816,-4.930083630110544,-7.566135891104537,-3.5447166341849425,7.2216134934131535,0.4326419221579828
-10.100224581069735,5.606349548154977,0.6671010272432227,-2.308429743678736,-4.22209070284241,-0.8910552770459219,9.514743452393816,2.610627130419554
-7.85072984172962,8.756153583181044,3.5837803784371483,0.1587329711335293,-0.1910029812958761,1.4326874223136232,11.65035311962986,5.022245526125928
-6.476566249014415,10.818115017738917,5.353145798551623,1.7914022126155082,3.633338354868626,2.7464414352094826,12.98808696947305,7.086929075078497
-6.334707956343641,11.15316839610156,5.517665114500649,2.1322633291800885,5.999129856158317,2.545843930685546,13.00311364224064,8.268201750391281
-7.348725318441365,9.824352529055142,4.108453474433202,1.1616835044421596,6.469523341887596,0.7583007926888454,11.60403580972747,8.332036891254072
-9.100901950998704,7.372707465116965,1.5567935315512609,-0.7357847329070294,5.60436525172437,-2.265298024644984,9.172094804574744,7.437166854899813
-11.110732569387594,4.334714412359739,-1.5865527874734051,-3.026167621566081,3.989192423152441,-5.960103441770355,6.310235791711566,5.967663831674446
-13.086588851895504,1.1351446948789516,-4.88671810379855,-5.323471053857905,1.6790758511352872,-9.7806467109788,3.52559255911047,4.245468914106791
-14.971926632724736,-1.8254321645824,-8.09937839099607,-7.5144328252138894,-1.3253198609035808,-13.347351979705726,1.054337825334254,2.36640464594535
-16.776417376192445,-4.305903225757248,-11.109186032716693,-9.6293729545995,-4.697100961316671,-16.485480513653506,-1.1223243256890874,0.2674296735769356
-18.35953280227332,-6.346749843776767,-13.796410438961114,-11.595185536296492,-8.115414416798286,-19.167476336308795,-3.126454766845584,-2.075487040724397
-19.3756980116751,-8.011856472860416,-15.92820888400506,-13.113605771806617,-11.445484697046645,-21.4081820415926,-4.998109047246625,-4.499018316548092
-18.42608670421604,-9.416575309872028,-17.408583979512287,-13.437794293594395,-16.25435888278738,-24.555048905153253,-7.822876177433054,-8.303529014334298
-16.486841065567,-9.03740102354536,-16.63608786958961,-12.213392376881036,-17.054930416155337,-25.48145739560337,-8.577923611087087,-9.33131349176439
-13.984354310937558,-8.255075469376223,-15.138246957255824,-10.563234540087588,-17.311498555152262,-25.96367769927273,-9.006008381413,-9.978372432228811
-13.984354310937558,-8.255075469376223,-15.138246957255822,-10.563234540087588,-17.311498555152262,-25.96367769927273,-9.006008381413,-9.978372432228817
-11.184248899238463,-7.039494947971784,-13.139801892381143,-8.895307859751961,-17.36655570248322,-25.86412331867537,-9.208606716108624,-10.50400622632024
-8.151181028272585,-5.048965903003279,-10.732224958655902,-7.337960285673586,-16.686494967230953,-24.98132850208499,-9.115639854313889,-10.931676408458754
-4.906370671361408,-2.16249752271983,-8.002020624229882,-5.782943208956598,-14.57513989160439,-23.2351578295353,-8.556004479369662,-11.040109551400231
-1.6926378736768877,1.2417747334642386,-5.204850310818108,-4.170701923526756,-11.211865710462938,-20.80389749983795,-7.467668639494318,-10.64669183347458
0.9479152734407214,4.581614923370346,-2.7663147981536254,-2.7219745391608483,-7.511981024408004,-18.061879869344065,-6.0100657559095865,-9.872313151395716
2.4117956317171045,7.419934492658176,-1.0966581860601674,-1.863281534070288,-4.249187160661764,-15.36036671984109,-4.472464538500729,-9.095933107178736
2.4046431939358333,9.53084896980533,-0.3775239398159886,-1.903059228000384,-1.7782629745064966,-12.826952438925622,-3.0741507736555373,-8.644698005137124
1.1133224955682084,10.93942313660502,-0.4861729686985832,-2.77290367275821,-0.284830076360013,-10.336611906995568,-1.8200656291491315,-8.520647066187625
-0.9815409715336464,11.9849558218491,-1.1303350118035609,-4.086981449989743,0.3208275641619684,-7.6927722623660415,-0.5288718066581455,-8.403986752502403
-3.478710509168453,13.029665272683715,-2.1130105466846945,-5.45996810078239,0.5718367337804005,-4.90348876080156,0.9587526852780764,-7.923531309089666
-6.267364527783895,13.920831813310311,-3.493814523162898,-6.781829463558391,0.846700336586089,-2.322987231591969,2.5442471912190614,-6.978631902241068
-9.3988118995625,13.97158043372682,-5.459968338904532,-8.210557140634396,0.6299822899521106,-0.5055562677340284,3.83742484852567,-5.858786646032892
-12.788688461509125,12.661079280096052,-8.020849717997919,-9.925702931267525,-1.0621748966881648,0.1107450890353946,4.387967596236493,-5.059404807361574
-16.07588266853397,10.182826932903913,-10.860697996706598,-11.8915767065064,-4.51194677258777,-0.5969073410180225,3.975144092947928,-4.940286895079377
-18.771334567947317,7.183318963609585,-13.502058594973454,-13.825326169899768,-9.053516708996003,-2.4804885868912527,2.7128985906578444,-5.501031164651442
-20.52195579334135,4.21901140514799,-15.566406162671871,-15.349599634955888,-13.910545991655914,-5.256362023608917,0.9584941099258292,-6.418913181073802
-21.23101597573119,1.6750387138075034,-16.855269047702443,-16.164904397563216,-18.6224375317148,-8.555884966650854,-0.8256903489354427,-7.255596515131982
-20.964630890273856,-0.0561481562815567,-17.253545801103794,-16.114865623680878,-22.601154992305737,-11.92372815803361,-2.1906865162222653,-7.652516660570157
-19.791123265934115,-0.6852749142115249,-16.65306542601865,-15.155422323934152,-25.03860043998144,-14.889114308321092,-2.8359539812522976,-7.4378504997196995
-17.732536985602707,-0.246857126162555,-14.994076724797992,-13.32563323756825,-25.61853255027009,-17.106127620224278,-2.727954657352156,-6.664664181332542
-14.86605313482318,1.043166985160648,-12.355881433496169,-10.778820495788864,-24.81431602276829,-18.44664816840333,-2.088090541287626,-5.581953967967322
-11.45029703967296,3.075006564353747,-9.005244378535897,-7.821918562157452,-23.162042833336063,-18.979019499650462,-1.2286586660715553,-4.514635911964504
-7.912614120816594,5.773017880194155,-5.354412936334327,-4.859869678489557,-20.6723172096685,-18.855051741307697,-0.3593612771150569,-3.689717429869856
-4.66259740440349,8.868940764381717,-1.8115440513452057,-2.228719809722101,-17.215324879106884,-18.16278691420005,0.5139424758304957,-3.115063091049336
-1.8848058045967255,12.05623640079651,1.4036889417005216,-0.0422090237992705,-12.970185612308734,-16.83871268984001,1.5670859162486366,-2.5911578659461254
0.4910988142866452,15.316545028196108,4.306348284319428,1.8006588811988542,-8.130063035374452,-14.745803541078326,3.022581665895652,-1.846504869588664
2.6146895118780757,18.782491978301582,6.975690006283989,3.4447103363398304,-2.672063839442788,-11.89231396425427,4.950448823884528,-0.7181729477586603
4.51001832491282,22.283278727117555,9.341854648939696,4.900627695374287,3.08045575532348,-8.579416497519532,7.148471759905066,0.7292738191996191
6.026125231813635,25.3371679100714,11.171145014686097,6.015421385758136,8.078382049351465,-5.300614088065418,9.246410897597052,2.236910698289006
6.95217258866716,27.64160115111661,12.247788003217044,6.602167469969785,11.33440659304684,-2.48672780865675,10.971391149603075,3.5340554502999275
7.166943156729554,29.290372371879293,12.530250705464644,6.608452574114293,12.89970032634541,-0.3495514960000633,12.31760099243998,4.534991978321284
6.708468429134906,30.44328167006513,12.145047718923369,6.18638949984968,13.588577271438549,1.0737576345069566,13.461218642450302,5.38081984490943
5.736860935438296,31.05476024261161,11.281386176848796,5.603671705180829,13.943228991005864,1.790372959096907,14.533725327986378,6.287278577977809
4.42173254549992,31.00094160292166,10.07650829085102,5.044204324871339,13.917124641811588,1.7570774454660925,15.463276217335808,7.321799606665968
2.823509892022492,30.17093026683286,8.513316258532484,4.438059856679631,13.284722482175464,0.8370619700140342,15.962006427753783,8.26968990503328
0.8668325905102693,28.30509761202518,6.394796857016864,3.471721385092793,11.745466661024963,-1.1780370991034153,15.631657401340696,8.675260242604086
-1.5387472500176351,25.072527174949737,3.5050775849855973,1.8158713394637809,8.824085926419897,-4.4314239151840535,14.16767801506877,8.059428867230183
-4.3050789731771655,20.576956911224208,-0.0967949107670302,-0.5716419640624486,4.428537213502603,-8.798992983626247,11.594694720991503,6.227923615308475
-7.06594744174051,15.600739751915931,-3.918879619696027,-3.3008708380146365,-0.4356498626907655,-13.801923780176075,8.352976500150747,3.48013186248158
-9.278097797300669,11.110026513532036,-7.207570242159559,-5.697594662640137,-4.170260324014523,-18.74569787165788,5.10834961294988,0.523627329755799
-10.468564329442996,7.631345699740637,-9.3242992312452,-7.159902932251216,-5.999905123940564,-22.983095087319064,2.4128330724311766,-1.8992841517380927
-10.46639991395404,5.244794378145402,-10.034820808438583,-7.4764485114723795,-6.431362208232523,-26.10942927228973,0.4922607163351895,-3.4055544186835776
-7.938159463560325,3.7120433957043217,-8.323128366210653,-5.823794539288773,-5.7423257451544885,-28.726759116692342,-1.3607827142364228,-4.298519941646008
-6.306442656678732,4.418909170053841,-6.802305071175125,-4.63593699205695,-4.79867881425455,-28.39977673600417,-1.5485646596438376,-4.335096358956769
-4.827795315260896,5.922627187252712,-5.168930557738447,-3.3778753022272467,-3.473830700568887,-27.06936312397845,-1.2475017854204131,-4.242754812658483
-4.827795315260896,5.922627187252711,-5.168930557738447,-3.3778753022272467,-3.473830700568887,-27.06936312397845,-1.2475017854204131,-4.242754812658483
-3.5200503475338563,8.22896543809609,-3.3551323073746504,-1.9350394537172864,-1.705948342434482,-24.74399555159174,-0.3612019327539743,-3.85736494616703
-2.294593235813038,11.253424924732348,-1.2708683672463648,-0.2507036599686444,0.7386613992517652,-21.52739603922091,1.1355169168685852,-2.997855696787368
-1.1179232852259384,14.49625906001891,0.9532002481682184,1.5256594633635403,3.7019990740069177,-17.70383098132174,3.092616227912578,-1.6579019365038856
-0.0952537270480481,17.250241343904097,2.946499499330504,3.076965102351133,6.420272096313033,-13.654547277571908,5.231773772848795,-0.0497734108357812
0.5539949810519263,19.12959542847929,4.290193141426081,4.08013812867897,8.276250440140252,-9.69354294984664,7.298528146121856,1.5274650958538758
0.5991377810118257,20.15114200274282,4.718345144469367,4.359130264010455,9.37828925296976,-5.993672045690839,9.14951922330413,2.8671498564454687
-0.0617494465170061,20.34928469959423,4.210558578351401,3.9489036038944674,10.002394888977316,-2.6261972427395466,10.71242495302935,3.925484340586572
-1.2836606733492748,19.65659355610305,3.007714489520245,3.073132038203135,9.92412266104483,0.4009226317557585,11.939347911965072,4.7702418978325625
-2.664919754136281,18.220414613509305,1.5640535968422824,2.0751631462772915,8.884432998428272,3.156714843885078,12.849739457652294,5.518642512663382
-3.702932777528649,16.50284518275489,0.3813568237240478,1.3215224831836785,7.389722819732983,5.780762733956427,13.576886955699788,6.31558558358685
-4.06301105965352,14.896493032414725,-0.2429983430365681,1.069836419949171,6.375229292692743,8.4028767886617,14.29057426182728,7.278416998605057
-3.7983302492612863,13.429610369108962,-0.3850007251493469,1.3210352448993177,6.167052782442651,11.036319231269832,15.030303605355732,8.36416842510657
-3.350853156630884,11.927672600988192,-0.4436224704571191,1.7533660340669166,6.288189368935489,13.520153843189306,15.605741823315745,9.269269141703491
-3.28334688878327,10.23381206843967,-0.8983667952001564,1.8572407318220308,6.151100627436407,15.55192641555717,15.660574691108048,9.512913649558012
-3.8818902411632337,8.196731204085365,-2.0057045882022724,1.2597393430110142,5.410465596555241,16.826640425263864,14.869369571406102,8.698875900366792
-4.904822823998112,5.75741914165585,-3.588889119677159,0.0226745247296487,3.808390315086625,17.23625119891206,13.157957046321108,6.773427581827965
-5.70074706857971,3.2541994867709194,-5.08007992441596,-1.354142233357946,1.3850140517159877,16.976909129836724,10.797786185707192,4.083036615725409
-5.650050282446296,1.39066671316487,-5.865222617544385,-2.273116799881915,-1.1067890436096888,16.429123197190385,8.264183521329276,1.180469523594525
-4.598922289682916,0.6295222684355574,-5.711125567999153,-2.4605834455268747,-2.657719975042274,15.8976228088317,5.935753180094266,-1.4891433263640377
-2.9351521116383203,0.7502909143544744,-4.895842276858716,-2.1205008731657835,-3.073759046415096,15.47177548574452,3.900857702575812,-3.789858595235681
-1.2536078835922324,1.2086961711423947,-3.9053774112258224,-1.7020100006864465,-3.0992466003095025,15.133303705230782,2.0573477439954067,-5.822388446165343
0.096898821370285,1.7799192626248117,-2.992696935096633,-1.4914345290396454,-3.3343736680819647,14.950385699361371,0.3776225309151018,-7.648108200508965
1.2185750475976962,2.631166457388316,-2.01210878345252,-1.3726966312632212,-3.548944074591295,15.127758775670518,-0.956990095131492,-9.081058175472412
2.48596353906165,3.925195099789713,-0.630244267827527,-0.9442332023479292,-3.2277794804634774,15.88351576423669,-1.6654340283046132,-9.757602787734031
4.158135156414173,5.628296004934343,1.3254997302917852,0.1199327248983292,-2.210425019470711,17.298624105101748,-1.561105370805992,-9.405377131912887
6.101616998773439,7.591023886982893,3.666017104171331,1.7783885155942074,-0.5029817653213458,19.258578100202914,-0.6412960691868813,-8.035842637157108
7.842184008471051,9.517821013349892,5.913085802637308,3.649609547534285,1.978675889446604,21.50377982474364,0.956479709529686,-5.890702708977424
8.900022979316715,10.934670760099314,7.596803450158492,5.324624931679069,5.050960141990385,23.752213330825988,3.0523272871005576,-3.231449646963424
9.128626259994874,11.522418115555766,8.571042500379756,6.673170068070547,8.084858605727849,25.81349595541493,5.495073628239533,-0.1886385357695625
8.768079572679685,11.490087323821044,9.06807427233166,7.860776023101309,10.61830234347466,27.57882547989957,8.138810124030247,3.1953777869473776
8.173261598358547,11.31471135935464,9.399496494683468,9.07000794091849,12.755880658753409,28.866377802366166,10.714022990454469,6.7692006122875625
7.475676294190945,11.062889650683426,9.575629751109314,10.200892781732753,14.505847069118811,29.294312702491887,12.726424079861635,10.099409819803698
6.495786789374821,10.241732522161808,9.241572467826517,10.845520592871887,15.121707425337297,28.38508509650273,13.57445470615122,12.521219710089364
4.980468444224741,8.389506147310883,8.00582433451115,10.576440204383175,13.72133654782878,25.870032709572463,12.875907435845956,13.450198589871617
2.9408541102766037,5.574965034955016,5.8334007266473415,9.301636118599207,10.37970805539562,21.93337980179705,10.729562206042171,12.735816581435266
0.7876925311941014,2.2725498332275564,3.150722113548412,7.37724436585354,6.08903308621518,17.18905565934966,7.664189597571442,10.747286582908009
-0.8588850903383586,-0.971889520055616,0.6110579336438529,5.373530435545463,1.7868372755735298,12.421955786043345,4.326466429368333,8.099737218517998
-1.548105482640085,-3.680485807756756,-1.2817169848009065,3.678966884944246,-2.1235097964021774,8.272291353825633,1.1644093711084438,5.247615573316056
-1.2789525530973012,-5.595295520012575,-2.44321091494285,2.266622309532944,-5.553128977501725,5.038174873868755,-1.6998097153598213,2.269254258684941
-0.45474709760942,-6.89725503736215,-3.1826734949543214,0.8206656638804313,-8.675498463367838,2.710373203735632,-4.368877132929588,-1.017102717020259
0.4669323203573056,-8.01208832314502,-3.8591181500987033,-0.8811664436013812,-11.956055451935974,1.2254695962370172,-6.90904191542416,-4.721924537714567
1.3466186051455993,-8.951949543946432,-4.474517160415918,-2.6584237971949256,-15.491195974497384,0.7293181427381189,-9.099619896460482,-8.59202335893654
4.164253651196562,-7.480385908563607,-3.62443379899938,-4.211419607084565,-18.51271473975872,4.078098320761592,-10.344046559134435,-14.147691661276443
6.662482949453969,-4.228606587890072,-1.3798694690318432,-3.1940202368235457,-15.69899344816385,8.109186410835155,-8.72140403715948,-14.65275319358282
9.673597061506218,0.057189579223581,1.8432276449299685,-1.1824211474070911,-10.791744474904462,13.101518712701935,-5.919198704747901,-13.61295419278908
9.673597061506218,0.057189579223581,1.8432276449299685,-1.1824211474070911,-10.791744474904464,13.101518712701935,-5.919198704747901,-13.61295419278908
12.61431207544314,4.514585513649346,5.37766307370343,1.2361165597803918,-5.405383315083794,18.204319129569463,-2.636167799321355,-11.567294960290532
14.897747286951295,8.443860122070948,8.528241515504453,3.5044897885824,-0.5668133172978915,22.599004237802536,0.4347129575366207,-9.113618424024008
16.232257313447395,11.372542892108388,10.855603571320824,5.35922869153339,3.391081365612309,25.75358196939363,2.8710276228434752,-6.59206105980001
16.716494753750382,13.161226362691975,12.286897894993292,6.85023777785838,6.486183404656657,27.520118654563817,4.602530475564689,-4.023341009421145
16.678735403277294,14.015786329066316,12.99839763505707,8.13975868492242,9.043303397463117,28.02707496004093,5.79013861047894,-1.293438044744566
16.389727813368914,14.09514387336188,13.14571532440362,9.26248643017768,11.426534947898656,27.438562139158712,6.568471886196683,1.5755433385677882
15.866230306552746,13.116897248462342,12.67031775393204,10.03154659656408,13.290909857625689,25.78119409269228,6.838488854302817,4.260492247708763
14.894703916936004,10.626967890069402,11.362817864847637,10.134775207648314,13.47318070921902,22.988240402646955,6.304086037999117,6.207596322148721
13.22871255526166,6.673691743154215,9.101003821687248,9.32652485813359,11.13466991941584,19.09155899797753,4.734240229338875,6.916831218957311
10.807301922145346,1.9672239861213332,6.018400759835492,7.585517683279607,6.774750772935472,14.361032557917904,2.2049267240090247,6.242173262813488
7.85598207234478,-2.641680007328313,2.4815400496010165,5.153412643041163,1.7261697508450446,9.279179838157107,-0.8931020983283344,4.466877505608228
4.811613744325246,-6.612929191966023,-1.0523314868467832,2.433503435650107,-3.050675002111335,4.386173571102932,-4.059622807041338,2.093020748873421
2.111381850296671,-9.710575309399182,-4.196659442686286,-0.1968917863352293,-7.277509209169546,0.0833142955841616,-6.928265737714284,-0.4723504438104413
-0.0206236306378087,-11.937887710791896,-6.765768044319448,-2.542752534457462,-10.89775024643005,-3.5071042966425097,-9.398497049439468,-3.0885426666372737
-1.6322148080544991,-13.59482770888352,-8.80022048659353,-4.607386956345591,-13.965270908298162,-6.510905226821246,-11.585695587281872,-5.811534200481151
-2.896093460881405,-15.049974439148254,-10.420370974679091,-6.461659060205986,-16.758073385626073,-9.06772469315251,-13.60076483974384,-8.669561846925614
-3.879862984158928,-16.21702238400051,-11.604427290173556,-8.076688918205537,-19.286716241175675,-11.065425310045194,-15.30884682209855,-11.461544755093456
-4.435691076189821,-16.470882153925036,-12.123400806393802,-9.258344044433452,-20.73700164107156,-12.109314572507635,-16.306583442054553,-13.74390412490219
-4.309126762163031,-15.302570367462671,-11.72699788195104,-9.74041128915378,-20.0845869131312,-11.79143073488096,-16.19881050198334,-15.053893374221037
-3.373149138368487,-12.91879251856714,-10.395818199467907,-9.36819788955282,-17.379799828474766,-10.023742679660922,-14.939582349756035,-15.21765625481613
-1.784583257676669,-10.050831092507623,-8.412261342069463,-8.225517524839109,-13.894418519659292,-7.14279063142377,-12.905888154894845,-14.472039776372023
0.0765566847202846,-7.353417364178685,-6.206837545927604,-6.5911577980966,-10.898932007970007,-3.718777524546124,-10.639291286434643,-13.26747616522986
1.843328687039665,-5.135736766862854,-4.128066840251386,-4.752150641435607,-8.762356605454062,-0.2414781174158413,-8.506174531908835,-11.92168700895274
3.374736542292555,-3.4255390949818407,-2.30014814058782,-2.84139707549609,-7.245624532709781,3.0811336797518254,-6.557316709781048,-10.437804759159445
4.749849540692156,-2.01764351788142,-0.6618102886621291,-0.8580532606542615,-6.021391858555166,6.265527361169307,-4.66142992945543,-8.628868471869982
6.040019185685554,-0.6359508649863365,0.8210552347860958,1.1500907515619858,-4.737196813484506,9.273078182617631,-2.7852378894283545,-6.403809096716529
7.080723021481832,0.6222462731664635,1.933542536195186,2.937892285872607,-3.248892152655736,11.748914922234944,-1.1976841878375046,-3.953275686343942
7.48714904778902,1.0732032522269237,2.226316893566679,4.119293826954616,-2.1708884976129714,13.05817284597767,-0.4049299137868509,-1.686824094395925
6.925916529456098,-0.0261282815354856,1.3200077143483775,4.395065788160764,-2.660257494869927,12.642824566161522,-0.8208157419616848,0.0200382879843957
5.40140240410373,-2.739422687790367,-0.7709121698737513,3.749486875989121,-5.196963128829519,10.394034064936104,-2.443421885157272,1.0602552026990637
3.304975329081654,-6.429982962879168,-3.60994065205032,2.448888831673979,-8.919983830913747,6.720306509164891,-4.842274301729058,1.6107565206252634
1.1999474158051036,-10.37351217783397,-6.604195319072201,0.8580222863350258,-12.496455763393111,2.309637148450818,-7.455714020648406,1.9159673441942824
-0.4726723152613395,-14.11751868486011,-9.28930039616173,-0.7646845355349707,-15.24819796339618,-2.16244283237442,-9.894024510761616,2.046270708339711
-1.5626058824875326,-17.341003871342174,-11.435311481201126,-2.340379979488918,-17.103874917108275,-6.192369564328748,-12.004905328334928,1.8574441854143944
-2.17808575117257,-19.79409109706188,-13.0027981944466,-3.8870680251431033,-18.007754693925737,-9.481759606257269,-13.756495971120282,1.1590899546490694
-2.5184543627748406,-21.507235588637545,-14.047121058280506,-5.383254246505699,-18.01664766751994,-11.906552957562486,-15.12583127718324,-0.1005285405297093
-2.7026212336530966,-22.764610598893185,-14.614969559515924,-6.70299815362436,-17.648408373895414,-13.4421301028662,-16.060891761686086,-1.7867524576630582
-2.699130428895669,-23.71100332503104,-14.67798123957816,-7.659626601189321,-17.427374957496745,-14.075424109966963,-16.473931722763442,-3.644537374381133
-2.373577380133411,-24.171103806605878,-14.15903901619184,-8.092517643977295,-17.15415873691223,-13.763385238650022,-16.252111899912315,-5.382600905615296
-1.586499594343102,-23.925832945569898,-13.017260350367687,-7.916057471108,-16.136137204702614,-12.448787027431989,-15.2998595044029,-6.741907398700455
-0.2708687413935332,-22.924893167722992,-11.285057732089196,-7.119278445232046,-14.027364390202363,-10.09379442819784,-13.586298835645986,-7.55537248439195
1.5250791422256,-21.14585125875926,-9.041888344474032,-5.761343776882304,-10.959337661078004,-6.732157973173673,-11.1719666486496,-7.778348758917339
5.694732773554404,-15.43944538562038,-3.681152506170912,-2.0348992674820563,-2.50724771341055,1.931798384417088,-5.167334455297449,-6.749242205663277
7.417849203187378,-12.481270767472836,-1.188797112214106,-0.1872923992837655,1.885098912950745,6.128019242140876,-2.4308403323862717,-5.758258002819955
8.537527872768292,-10.312939246912508,0.7094843011774785,1.3165881626689675,4.98367044815947,9.440949616007185,-0.4619282944063546,-4.614536363240241
8.537527872768292,-10.312939246912508,0.7094843011774781,1.316588162668968,4.98367044815947,9.440949616007185,-0.4619282944063544,-4.614536363240241
9.001251466606709,-9.028647909408251,1.8569280130468224,2.3712622883925336,6.345692726450494,11.597148530478837,0.5946102713586002,-3.3569911890344786
8.953353716345422,-8.347699348175812,2.3222340585447925,3.038660941937372,6.521307724921411,12.673268803498477,0.9119459554664504,-1.92969860334621
8.643540597581334,-8.045965909108572,2.322398463328005,3.5064909076446056,6.2193269795607655,12.957596056470615,0.8181492258945104,-0.2379672351756426
