,Instructions,Face,Scene
0,Face,F,S
1,Face,F,S
2,Face,F,S
3,Face,F,S
4,Face,F,S
5,Face,F,S
6,Face,F,S
7,Face,F,S
8,Face,F,S
9,Face,F,S
10,Face,F,S
11,Face,F,S
12,Face,F,S
13,Face,F,S
14,Face,F,S
15,Face,F,S
16,Face,F,S
17,Face,F,S
18,Face,F,S
19,Face,F,S
20,Face,F,S
21,Face,F,S
22,Face,F,S
23,Face,F,S
24,Face,F,S
25,Face,F,S
26,Face,F,S
27,Face,F,S
28,Face,F,S
29,Face,F,S
30,Face,F,S
31,Face,F,S
32,Face,F,S
33,Face,F,S
34,Face,F,S
35,Face,F,S
36,Face,F,S
37,Face,F,S
38,Face,F,S
39,Face,F,S
