77638.69531,77548.84375,77850.77344,77845.58594,77941.34375,78030.47656,78085.64063,78097.89063
77704.67969,77614.5625,77916.48438,77910.85156,78007.05469,78096.46094,78151.35938,78163.42969
77569.76563,77479.375,77781.66406,77775.9375,77871.96094,77961.00781,78016.35156,78028.0625
77575.66406,77485.54688,77787.5625,77781.92969,77877.77344,77967.09375,78022.25781,78033.78906
77808.125,77717.82031,78019.84375,78014.39063,78110.05469,78199.54688,78254.44531,78266.33594
77924.53125,77834.41406,78136.33594,78130.97656,78226.64063,78316.22656,78370.94531,78383.10156
77802.57813,77712.1875,78014.21094,78009.20313,78104.6875,78194.1875,78248.89844,78261.0625
77766.10156,77675.98438,77978,77972.45313,78068.47656,78157.97656,78212.69531,78224.49219
77978.44531,77888.05469,78189.98438,78184.4375,78280.46094,78370.04688,78425.39063,78437.01563
78137.05469,78046.92969,78349.03906,78343.85156,78439.33594,78529.10156,78584.26563,78596.15625
78040.13281,77950.28125,78252.39063,78247.02344,78342.50781,78432.45313,78487.61719,78499.42188
77961.00781,77871.42188,78173.26563,78167.71875,78263.5625,78353.32813,78408.22656,78420.20313
78142.0625,78052.74219,78353.86719,78349.21875,78444.70313,78534.46875,78589.35938,78601.16406
78338.66406,78249.07813,78550.28906,78545.19531,78640.77344,78730.89063,78785.70313,78797.41406
78278.76563,78189.08594,78490.29688,78485.02344,78580.96094,78670.72656,78725.79688,78737.60156
78168.25781,78078.39844,78379.88281,78374.875,78470.35938,78560.03906,78615.02344,78627.27344
78309.51563,78219.84375,78521.59375,78516.32031,78611.71094,78701.47656,78756.64063,78768.71094
78531.60938,78442.28906,78743.76563,78738.67188,78833.89063,78923.74219,78979.08594,78990.89063
78515.24219,78425.83594,78727.14063,78722.04688,78817.35156,78906.9375,78962.72656,78974.71094
78384.53125,78294.94531,78596.42969,78591.32813,78686.64063,78776.3125,78831.57031,78843.72656
78478.67969,78389.09375,78690.30469,78685.21094,78780.875,78870.90625,78925.625,78937.69531
78712.83594,78623.60938,78925,78919.8125,79015.03125,79104.97656,79160.04688,79172.03125
78744.57031,78655.52344,78956.91406,78951.64063,79046.76563,79137.15625,79191.875,79203.5
78606.71094,78517.39063,78818.60156,78813.41406,78908.63281,78998.9375,79053.5625,79065.54688
78649.53125,78559.94531,78861.25,78856.42188,78951.54688,79041.67188,79096.57031,79108.54688
78886.64063,78797.41406,79098.71094,79093.53125,79188.57031,79278.96094,79333.76563,79346.19531
78968.35938,78879.39844,79180.34375,79175.33594,79270.10938,79360.85938,79415.39063,79428.09375
78836.30469,78747.16406,79048.10938,79043.46094,79138.5,79228.98438,79283.51563,79295.94531
78831.39063,78741.89063,79043.19531,79038.09375,79133.67188,79223.79688,79278.33594,79290.58594
79057.14063,78968.09375,79269.30469,79264.11719,79359.25,79449.64063,79504.17188,79516.42188
79185.17188,79096.39063,79397.86719,79392.59375,79487.36719,79578.11719,79632.82813,79644.99219
79070.10156,78981.05469,79282.53906,79277.07813,79372.21094,79462.6875,79517.40625,79529.57031
79019.76563,78930.63281,79231.84375,79226.83594,79321.69531,79412.26563,79467.16406,79479.14063
79222.00781,79133.13281,79434.25781,79429.16406,79523.84375,79614.67969,79669.49219,79681.38281
79391.70313,79303.1875,79604.21875,79599.30469,79693.89844,79784.82031,79839.53906,79851.52344
79305.15625,79216.19531,79517.40625,79512.04688,79607.17188,79697.74219,79752.36719,79764.61719
79215.30469,79125.98438,79427.55469,79422.36719,79516.78125,79607.61719,79662.51563,79674.49219
79381.6875,79293.08594,79594.21094,79589.20313,79683.4375,79774.8125,79829.17188,79841.14844
79585.98438,79497.28906,79798.41406,79793.5,79888.08594,79979.19531,80033.55469,80045.71094
79538.59375,79449.8125,79750.39844,79746.10938,79840.88281,79931.53906,79986.25781,79998.41406
79420.49219,79331.4375,79632.47656,79627.46875,79722.32813,79813.07813,79867.96875,79879.86719
79543.875,79455.35938,79756.03125,79751.11719,79845.79688,79936.64063,79991.53125,80003.51563
79772.75,79684.24219,79985.09375,79980,80074.67969,80165.78906,80220.32813,80232.57031
79771.14844,79682.63281,79983.66406,79978.21094,80072.98438,80163.55469,80218.26563,80230.60938
79634.71094,79546.10938,79847.40625,79841.86719,79936.72656,80027.47656,80082.28125,80094.4375
79712.85156,79624.25,79925.28125,79920.09375,80014.86719,80105.97656,80160.42188,80172.49219
79950.76563,79862.69531,80163.46094,80158.36719,80253.14063,80344.24219,80398.42188,80410.85156
79997.88281,79909.90625,80210.49219,80205.48438,80300.25781,80390.91406,80445.35938,80457.96875
79858.14063,79769.71094,80070.57031,80065.46875,80160.15625,80250.90625,80305.35156,80317.78125
79884.15625,79795.55469,80096.58594,80091.3125,80186.08594,80276.82813,80331.36719,80343.88281
